CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.545455,0.361935,0.071334,0.454545,0.375000,0.004084,0.664500
0.272727,0.347017,0.094452,0.484848,0.475000,0.006911,0.650451
0.363636,0.375002,0.163804,0.393939,0.425000,0.016602,0.596771
0.545455,0.776111,0.568692,0.878788,0.850000,0.128606,0.301111
0.727273,0.533573,0.180978,0.727273,0.700000,0.121902,0.111973
0.545455,0.645524,0.810436,0.696970,0.750000,0.471154,0.091424
0.545455,0.598879,0.439234,0.787879,0.800000,0.130859,0.231076
0.636364,0.776111,0.482827,0.818182,0.875000,0.264823,0.108828
0.545455,0.925370,0.741083,0.666667,0.750000,0.284856,0.161250
0.272727,0.259959,0.079921,0.303030,0.300000,0.004378,0.685469
0.363636,0.496264,0.324306,0.454545,0.500000,0.656250,0.000000
0.363636,0.513060,0.441876,0.484848,0.450000,0.239453,0.112812
0.454545,0.701493,0.741083,0.606061,0.700000,0.334937,0.131264
0.818182,0.184704,0.163804,0.212121,0.075000,0.103365,0.126232
0.545455,0.514925,0.551519,0.484848,0.575000,0.570312,0.035437
0.454545,0.272387,0.051519,0.393939,0.400000,0.003071,0.625498
0.363636,0.776111,0.982827,0.606061,0.675000,0.484375,0.112812
1.000000,0.263063,0.094452,0.000000,0.100000,0.172175,0.035437
0.272727,0.841416,0.655218,0.878788,0.825000,0.200721,0.213672
0.545455,0.813432,0.663804,0.606061,0.500000,0.394531,0.091424
0.272727,0.384326,0.124835,0.424242,0.475000,0.013735,0.563221
0.727273,0.171637,0.172391,0.000000,0.100000,0.117975,0.111973
0.454545,0.552233,0.138045,0.848485,0.825000,0.110577,0.101279
0.818182,0.197757,0.155218,0.000000,0.075000,0.157452,0.068148
0.363636,0.375002,0.146631,0.545455,0.450000,0.014648,0.596771
0.381818,0.285649,0.215324,0.242424,0.275000,0.023026,0.586915
0.454545,0.272387,0.005945,0.424242,0.400000,0.002043,0.475781
0.545455,0.608203,0.913474,0.727273,0.775000,0.344952,0.161250
0.454545,0.253727,0.060106,0.484848,0.400000,0.006460,0.550640
0.636364,0.738802,0.482827,0.757576,0.850000,0.208735,0.148249
0.272727,0.322762,0.266843,0.424242,0.350000,0.049279,0.388341
0.363636,0.757462,0.525760,0.545455,0.575000,0.277344,0.112812
0.636364,0.757462,0.551519,0.696970,0.700000,0.234375,0.148249
0.545455,0.617539,0.525760,0.484848,0.525000,0.322416,0.091424
0.363636,0.328356,0.090489,0.393939,0.450000,0.008302,0.596771
0.545455,0.235078,0.249670,0.454545,0.125000,0.145883,0.119312
0.454545,0.514925,0.353369,0.515152,0.525000,0.215745,0.101279
0.454545,0.291048,0.034346,0.545455,0.450000,0.003305,0.550640
0.545455,0.524249,0.564729,0.515152,0.575000,0.342698,0.091424
0.363636,0.367530,0.232497,0.515152,0.525000,0.032909,0.483749
0.636364,0.664172,0.301849,0.666667,0.725000,0.122951,0.174460
0.545455,0.832080,0.741083,0.848485,0.825000,0.485177,0.077375
0.272727,0.580218,0.439234,0.454545,0.500000,0.319198,0.073810
0.363636,0.514925,0.612285,0.515152,0.550000,0.205730,0.193542
0.272727,0.925370,0.482827,0.636364,0.875000,0.194712,0.161250
0.818182,0.179109,0.120872,0.000000,0.075000,0.110577,0.091424
0.363636,0.440295,0.491413,0.454545,0.475000,0.197716,0.161250
0.363636,0.468280,0.310436,0.575758,0.525000,0.049480,0.435521
0.727273,0.160449,0.077279,0.000000,0.075000,0.131235,0.050325
0.727273,0.272387,0.180978,0.000000,0.225000,0.207858,0.050325
0.545455,0.272387,0.266843,0.000000,0.125000,0.153395,0.119312
0.363636,0.464550,0.430647,0.333333,0.325000,0.192707,0.145104
0.727273,0.617539,0.500000,0.727273,0.675000,0.352163,0.074858
0.454545,0.477604,0.361955,0.515152,0.575000,0.078606,0.326064
0.636364,0.794771,0.784676,0.818182,0.850000,0.489183,0.082617
0.363636,0.981339,0.366579,0.727273,0.800000,0.168293,0.145104
0.363636,0.272387,0.008587,0.424242,0.425000,0.003906,0.435521
0.363636,0.347017,0.160502,0.454545,0.375000,0.020760,0.516041
0.545455,0.421634,0.241083,0.303030,0.450000,0.221004,0.063326
0.272727,0.141788,0.085865,0.121212,0.275000,0.023711,0.335919
0.272727,0.179109,0.111625,0.181818,0.325000,0.026704,0.353533
0.363636,0.369395,0.111625,0.575758,0.450000,0.012130,0.564479
0.545455,0.552233,0.310436,0.787879,0.775000,0.109576,0.203187
0.454545,1.000000,0.500000,0.909091,0.950000,0.362981,0.071294
0.545455,0.585813,0.370542,0.757576,0.800000,0.112831,0.231076
0.818182,0.141788,0.138045,0.000000,0.075000,0.119591,0.091424
0.272727,0.412310,0.500000,0.454545,0.500000,0.272837,0.108828
0.363636,0.283576,0.068692,0.363636,0.350000,0.003474,0.677501
0.909091,0.197757,0.138045,0.000000,0.050000,0.155649,0.061858
0.818182,0.309696,0.138045,0.151515,0.225000,0.187200,0.044663
0.545455,0.837687,0.665786,0.787879,0.725000,0.258413,0.161250
0.454545,0.350747,0.068692,0.454545,0.400000,0.004940,0.625498
0.363636,0.436565,0.379128,0.181818,0.200000,0.049108,0.516041
0.727273,0.253727,0.138045,0.000000,0.150000,0.137620,0.074858
0.636364,1.000000,0.612285,0.787879,0.775000,0.495192,0.056406
0.090909,0.608203,0.146631,0.696970,0.650000,0.087873,0.140281
0.363636,0.333951,0.068692,0.515152,0.450000,0.003474,0.677501
0.545455,0.514925,0.439234,0.454545,0.500000,0.350586,0.063326
0.363636,0.477604,0.353369,0.484848,0.500000,0.163410,0.145104
0.636364,0.850740,0.655218,0.757576,0.800000,0.849760,0.017194
0.727273,0.589555,0.508587,0.757576,0.775000,0.232972,0.136507
0.363636,0.475739,0.198151,0.363636,0.400000,0.115766,0.128958
0.363636,0.496264,0.430647,0.515152,0.550000,0.151043,0.193542
0.363636,0.916034,0.503963,0.727273,0.800000,0.220379,0.145104
0.636364,0.701493,0.310436,0.606061,0.650000,0.104567,0.213672
0.818182,0.154854,0.120872,0.000000,0.100000,0.110577,0.091424
0.363636,0.477604,0.396301,0.575758,0.575000,0.140625,0.193542
0.363636,0.378670,0.357992,0.393939,0.475000,0.128933,0.193542
0.727273,0.477604,0.180978,0.121212,0.100000,0.163161,0.074858
0.272727,0.259321,0.062748,0.393939,0.350000,0.001442,0.737891
0.727273,0.179109,0.138045,0.000000,0.075000,0.102257,0.111973
0.363636,0.776111,0.180978,0.606061,0.625000,0.257812,0.032292
0.363636,0.179109,0.085865,0.212121,0.300000,0.019099,0.387083
0.545455,0.794771,1.000000,0.636364,0.625000,0.716797,0.063326
0.454545,0.365665,0.085865,0.515152,0.425000,0.034856,0.251206
0.363636,0.356341,0.251651,0.424242,0.425000,0.012500,0.919270
0.363636,0.261198,0.174373,0.181818,0.175000,0.008699,0.838750
0.363636,0.285441,0.049538,0.424242,0.300000,0.013020,0.387083
0.545455,0.664172,0.223910,0.818182,0.700000,0.104567,0.161250
0.363636,0.274068,0.071995,0.303030,0.300000,0.005697,0.612917
0.727273,0.188433,0.125495,0.000000,0.100000,0.130469,0.074858
0.363636,0.440295,0.223910,0.606061,0.525000,0.030331,0.499895
0.454545,0.606338,0.439234,0.727273,0.750000,0.155273,0.191235
0.636364,0.757462,0.728534,0.757576,0.775000,0.379005,0.108828
0.363636,0.231336,0.000000,0.393939,0.375000,0.001466,0.467813
0.818182,0.197757,0.180978,0.000000,0.075000,0.173678,0.068148
0.636364,0.216418,0.111625,0.030303,0.075000,0.102383,0.095827
0.545455,0.458955,0.180978,0.636364,0.625000,0.142127,0.091424
0.727273,0.177232,0.107001,0.000000,0.075000,0.088110,0.111973
0.363636,0.339545,0.190225,0.242424,0.275000,0.010983,0.806458
0.363636,0.347017,0.269485,0.363636,0.275000,0.012464,0.967708
0.363636,0.421634,0.551519,0.545455,0.550000,0.136719,0.274062
0.363636,0.347017,0.120872,0.575758,0.450000,0.011719,0.596771
0.454545,0.664172,0.508587,0.545455,0.575000,0.189102,0.176138
0.363636,0.427241,0.439234,0.303030,0.400000,0.153645,0.193542
0.363636,0.458955,0.439234,0.454545,0.500000,0.056920,0.516041
0.545455,0.589555,0.336196,0.424242,0.575000,0.183444,0.119312
0.454545,0.457091,0.293263,0.575758,0.525000,0.072166,0.296079
0.363636,0.384326,0.180978,0.545455,0.525000,0.029949,0.435521
0.727273,0.347017,0.017173,0.000000,0.125000,0.086538,0.050325
0.545455,0.440295,0.361955,0.515152,0.600000,0.068510,0.370937
0.363636,0.375002,0.187583,0.393939,0.400000,0.040313,0.354791
0.272727,0.458955,0.327609,0.242424,0.350000,0.140625,0.161250
0.454545,0.626863,0.655218,0.484848,0.575000,0.236779,0.176138
0.545455,0.888049,0.827609,1.000000,0.925000,0.259817,0.203187
0.363636,0.533573,0.155218,0.878788,0.775000,0.046875,0.274062
0.363636,0.347017,0.241083,0.606061,0.500000,0.066406,0.274062
0.363636,0.236943,0.136724,0.303030,0.250000,0.003840,0.919270
0.363636,0.777975,0.396301,0.606061,0.625000,0.375000,0.048438
0.272727,0.378952,0.216645,0.333333,0.400000,0.010048,0.912560
0.545455,0.776111,0.396301,0.878788,0.950000,0.209736,0.119312
0.545455,0.598879,0.353369,0.666667,0.725000,0.108323,0.231076
0.636364,0.869401,0.025760,1.000000,0.825000,0.052485,0.108828
0.363636,0.309696,0.068692,0.484848,0.400000,0.006409,0.580625
0.454545,0.365665,0.163804,0.424242,0.425000,0.035790,0.356049
0.454545,0.720141,0.655218,0.606061,0.625000,0.299880,0.131264
0.545455,0.337681,0.178996,0.545455,0.475000,0.021722,0.538687
0.363636,0.888049,0.612285,0.787879,0.775000,0.261067,0.145104
0.363636,0.283576,0.085865,0.545455,0.525000,0.015625,0.435521
0.454545,0.291048,0.138045,0.515152,0.425000,0.020433,0.475781
0.818182,0.184704,0.155218,0.212121,0.075000,0.200721,0.044663
0.454545,0.356341,0.138045,0.515152,0.500000,0.020433,0.475781
0.363636,0.333951,0.163804,0.484848,0.425000,0.010156,0.758021
0.363636,0.347017,0.120872,0.575758,0.500000,0.011719,0.596771
0.454545,0.869401,0.741083,0.787879,0.850000,0.264823,0.176138
0.545455,0.389920,0.172391,0.545455,0.500000,0.022686,0.510799
0.818182,0.202051,0.078600,0.212121,0.075000,0.162861,0.033131
0.272727,0.453361,0.282034,0.242424,0.275000,0.124700,0.161250
0.363636,0.160449,0.081902,0.181818,0.275000,0.021094,0.354791
0.636364,0.160449,0.163804,0.000000,0.075000,0.143029,0.082617
0.363636,0.514925,0.439234,0.424242,0.500000,0.492188,0.032292
0.545455,0.570894,0.396301,0.757576,0.775000,0.143453,0.189138
0.363636,0.524249,0.387715,0.515152,0.500000,0.112413,0.241979
0.363636,0.249997,0.060106,0.424242,0.425000,0.007812,0.516041
0.454545,0.365665,0.155218,0.363636,0.475000,0.032452,0.370937
0.636364,0.253727,0.223910,0.000000,0.250000,0.259102,0.043405
0.272727,0.686525,0.287318,0.545455,0.650000,0.174198,0.108828
0.363636,0.496264,0.340159,0.424242,0.525000,0.282924,0.064374
0.272727,0.384326,0.051519,0.515152,0.500000,0.007638,0.493185
0.727273,0.235078,0.198151,0.000000,0.425000,0.173377,0.074858
0.454545,0.347017,0.249670,0.363636,0.450000,0.036058,0.475781
0.363636,0.262560,0.097754,0.212121,0.200000,0.009150,0.596771
0.363636,0.324627,0.060106,0.636364,0.425000,0.006544,0.548333
0.272727,0.235078,0.097094,0.515152,0.375000,0.014784,0.475781
0.454545,0.294777,0.088507,0.181818,0.300000,0.017350,0.415810
0.818182,0.132464,0.094452,0.000000,0.125000,0.119591,0.068148
0.363636,0.341410,0.284676,0.333333,0.375000,0.076172,0.274062
0.545455,0.738802,0.655218,0.636364,0.500000,0.322416,0.119312
0.545455,0.720141,0.612285,0.757576,0.775000,0.367488,0.091424
0.363636,0.626863,0.094452,0.848485,0.600000,0.082031,0.112812
0.727273,0.160449,0.138045,0.000000,0.100000,0.137620,0.074858
0.545455,0.292912,0.097094,0.515152,0.425000,0.007647,0.636611
0.454545,0.322762,0.120872,0.303030,0.425000,0.013822,0.550640
0.363636,0.486940,0.353369,0.424242,0.475000,0.103732,0.241979
0.363636,0.552233,0.094452,0.606061,0.550000,0.049480,0.193542
0.727273,0.197757,0.094452,0.000000,0.200000,0.112079,0.074858
0.545455,0.608203,0.482827,0.545455,0.625000,0.142127,0.231076
0.363636,0.720141,0.525760,0.575758,0.575000,0.277344,0.112812
0.363636,0.347017,0.163804,0.393939,0.375000,0.016602,0.596771
0.363636,0.309696,0.056143,0.424242,0.375000,0.002169,0.677501
0.454545,0.626863,0.310436,0.666667,0.800000,0.089543,0.251206
0.636364,0.813432,0.223910,0.878788,0.750000,0.039321,0.410359
0.363636,0.421634,0.241083,0.575758,0.575000,0.055706,0.322499
0.272727,0.542909,0.547556,0.515152,0.475000,0.263822,0.126232
0.272727,0.328356,0.077279,0.515152,0.375000,0.011127,0.493185
0.454545,0.337681,0.143989,0.545455,0.525000,0.013074,0.625498
0.454545,0.328356,0.120872,0.515152,0.425000,0.010550,0.625498
0.727273,0.291048,0.223910,0.000000,0.375000,0.188702,0.074858
0.545455,0.589555,0.439234,0.696970,0.725000,0.156710,0.189138
0.363636,0.328356,0.155218,0.484848,0.400000,0.007103,0.838750
0.545455,0.813432,0.525760,0.727273,0.800000,0.209736,0.161250
0.363636,0.423499,0.266843,0.515152,0.525000,0.335938,0.032292
0.909091,0.235078,0.138045,0.000000,0.100000,0.155649,0.061858
0.363636,0.589555,0.655218,0.575758,0.575000,0.335938,0.112812
0.363636,0.412310,0.387715,0.606061,0.575000,0.069733,0.387083
0.363636,0.589555,0.482827,0.606061,0.600000,0.166668,0.193542
0.272727,0.244930,0.099075,0.333333,0.300000,0.004808,0.737891
0.363636,0.458955,0.482827,0.515152,0.525000,0.166668,0.193542
0.272727,0.358108,0.149934,0.424242,0.475000,0.012716,0.650451
0.363636,0.333951,0.085865,0.515152,0.450000,0.007812,0.596771
0.545455,0.757462,0.827609,0.696970,0.775000,0.365754,0.133361
0.454545,0.322762,0.085865,0.484848,0.450000,0.009615,0.550640
0.363636,0.944018,1.000000,0.666667,0.750000,0.709823,0.064374
0.818182,0.236943,0.138045,0.000000,0.150000,0.187200,0.044663
0.363636,0.337681,0.077279,0.515152,0.475000,0.004339,0.677501
0.545455,0.664172,0.568692,0.696970,0.700000,0.224760,0.161250
0.363636,0.384326,0.249670,0.515152,0.450000,0.032365,0.516041
0.363636,0.123128,0.827609,0.575758,0.650000,0.270832,0.193542
0.363636,0.440295,0.284676,0.545455,0.525000,0.049943,0.403229
0.272727,0.421634,0.223910,0.484848,0.475000,0.022332,0.615643
0.363636,0.274252,0.198151,0.181818,0.175000,0.022410,0.564479
0.363636,0.514925,0.293263,0.515152,0.500000,0.027981,0.645209
0.363636,0.347017,0.069353,0.515152,0.475000,0.005959,0.596771
0.545455,0.552233,0.266843,0.757576,0.675000,0.065505,0.301111
0.545455,0.626863,0.439234,0.787879,0.775000,0.082031,0.370937
0.363636,0.345152,0.172391,0.484848,0.425000,0.013888,0.677501
0.545455,0.570894,0.310436,0.636364,0.675000,0.059495,0.370937
0.545455,0.850740,0.723910,0.727273,0.800000,0.426082,0.091424
0.363636,0.395515,0.387715,0.424242,0.225000,0.214844,0.112812
0.454545,0.356341,0.155218,0.515152,0.500000,0.042903,0.296079
0.363636,0.524249,0.630779,0.363636,0.425000,0.665625,0.032292
0.545455,0.496264,0.327609,0.484848,0.550000,0.101562,0.231076
0.363636,0.664172,0.500000,0.757576,0.500000,0.218750,0.145104
0.363636,0.257456,0.118230,0.303030,0.350000,0.015291,0.516041
0.636364,0.682833,0.396301,0.666667,0.725000,0.099760,0.279304
0.454545,0.458955,0.353369,0.454545,0.500000,0.120475,0.206123
0.454545,0.384326,0.034346,0.515152,0.425000,0.001202,0.625498
0.545455,0.813432,0.568692,0.878788,0.825000,0.164663,0.231076
0.454545,0.757462,0.741083,0.727273,0.775000,0.194712,0.251206
0.363636,0.384326,0.094452,0.636364,0.525000,0.016926,0.435521
0.454545,0.309696,0.085865,0.515152,0.425000,0.009615,0.550640
0.363636,0.272387,0.042933,0.363636,0.250000,0.004435,0.548333
0.363636,0.347017,0.120872,0.454545,0.450000,0.011719,0.596771
0.363636,0.682833,0.568692,0.606061,0.600000,0.375000,0.080520
0.363636,0.686771,0.663804,0.606061,0.550000,0.193543,0.225834
0.636364,0.160449,0.094452,0.484848,0.075000,0.134615,0.056406
0.636364,0.822756,0.353369,0.696970,0.775000,0.131277,0.187461
0.363636,0.242538,0.111625,0.303030,0.250000,0.000601,1.000000
0.363636,0.347017,0.138045,0.515152,0.450000,0.017858,0.516041
0.545455,0.720141,0.465654,0.606061,0.600000,0.137620,0.231076
0.454545,0.496264,0.517173,0.484848,0.500000,0.295673,0.101279
0.272727,0.207094,0.088507,0.212121,0.300000,0.015667,0.440763
0.363636,0.272387,0.155218,0.272727,0.225000,0.009375,0.758021
0.545455,0.626863,0.482827,0.636364,0.650000,0.299880,0.091424
0.818182,1.000000,0.603699,0.878788,0.900000,0.211538,0.184525
0.545455,0.496264,0.366579,0.515152,0.525000,0.180264,0.133361
0.454545,0.505588,0.439234,0.484848,0.500000,0.194712,0.146362
0.818182,0.179109,0.120872,0.000000,0.100000,0.173678,0.044663
0.454545,0.389920,0.235139,0.515152,0.475000,0.034014,0.475781
0.454545,0.440295,0.482827,0.363636,0.425000,0.352464,0.071294
0.636364,0.766786,0.655218,0.787879,0.800000,0.272837,0.148249
0.636364,0.309696,0.310436,0.000000,0.150000,0.251469,0.069616
0.363636,0.384326,0.163804,0.515152,0.450000,0.016602,0.596771
0.545455,0.850740,0.827609,0.696970,0.800000,0.397536,0.119312
0.363636,0.328356,0.310436,0.393939,0.375000,0.033203,0.596771
0.454545,0.589555,0.655218,0.606061,0.625000,0.362981,0.101279
0.363636,0.416040,0.396301,0.212121,0.175000,0.062500,0.435521
0.272727,0.270817,0.061427,0.363636,0.300000,0.002506,0.685469
0.272727,0.664172,0.353369,0.818182,0.700000,0.116587,0.213672
0.272727,0.376866,0.080581,0.545455,0.425000,0.054688,0.161250
0.363636,0.253727,0.135403,0.363636,0.300000,0.003711,0.919270
0.545455,0.869401,0.741083,0.787879,0.775000,0.435096,0.091424
0.636364,0.738802,0.655218,0.848485,0.900000,0.272837,0.148249
0.545455,0.738802,0.741083,0.727273,0.800000,0.435096,0.091424
0.545455,0.496264,0.638045,0.393939,0.450000,0.381010,0.091424
0.363636,0.341410,0.085865,0.515152,0.475000,0.007812,0.596771
0.818182,0.197757,0.129458,0.000000,0.075000,0.180439,0.044663
0.545455,0.813432,0.655218,0.787879,0.850000,0.322416,0.119312
0.545455,0.533573,0.180978,0.818182,0.750000,0.089543,0.161250
0.181818,0.580218,0.006605,0.606061,0.500000,0.033293,0.142168
0.545455,0.496264,0.439234,0.545455,0.550000,0.277344,0.091424
0.363636,0.328356,0.068692,0.515152,0.450000,0.005859,0.596771
0.545455,0.505588,0.525760,0.484848,0.575000,0.467290,0.049486
0.272727,0.311082,0.262880,0.303030,0.425000,0.018492,0.772908
0.454545,0.274252,0.042933,0.363636,0.350000,0.003870,0.565737
0.363636,0.757462,0.612285,0.575758,0.475000,0.316406,0.112812
0.545455,0.570894,0.293263,0.666667,0.700000,0.092548,0.231076
0.545455,0.552233,0.180978,0.666667,0.675000,0.142127,0.091424
0.545455,0.626863,0.439234,0.606061,0.675000,0.082031,0.370937
0.545455,0.514925,0.525760,0.454545,0.300000,0.322416,0.091424
0.363636,0.466709,0.385733,0.424242,0.500000,0.044799,0.564479
0.454545,0.384326,0.085865,0.454545,0.375000,0.011662,0.505766
0.272727,0.533573,0.525760,0.484848,0.575000,0.322416,0.091424
0.545455,0.326492,0.200793,0.515152,0.425000,0.021734,0.580625
0.727273,0.813432,0.370542,0.666667,0.725000,0.208347,0.111973
0.818182,0.235078,0.206737,0.000000,0.250000,0.189904,0.068148
0.000000,0.664172,0.223910,0.696970,0.800000,0.074519,0.231076
0.363636,0.533573,0.353369,0.545455,0.500000,0.103732,0.241979
0.636364,0.664172,0.293263,0.696970,0.750000,0.138221,0.148249
0.363636,0.496264,0.422061,0.545455,0.550000,0.291992,0.080520
0.363636,0.402986,0.180978,0.484848,0.350000,0.023438,0.516041
0.818182,0.139923,0.207398,0.000000,0.075000,0.131569,0.114699
0.545455,0.503171,0.594452,0.363636,0.425000,0.559910,0.042357
0.272727,0.270449,0.134742,0.272727,0.275000,0.004534,0.877752
0.636364,0.701493,0.723910,0.757576,0.700000,0.246127,0.187461
0.545455,0.720338,0.336196,0.757576,0.775000,0.183444,0.119312
0.454545,0.365665,0.310436,0.363636,0.450000,0.405048,0.026421
0.636364,0.850740,0.827609,0.848485,0.925000,0.513221,0.082617
0.363636,0.580218,0.387715,0.515152,0.525000,0.272461,0.080520
0.818182,0.156719,0.129458,0.000000,0.100000,0.126968,0.079681
0.545455,0.664172,0.310436,0.727273,0.750000,0.074519,0.301111
0.636364,0.757462,0.913474,0.727273,0.750000,0.561298,0.082617
0.454545,0.328356,0.103038,0.484848,0.400000,0.011719,0.550640
0.545455,1.000000,1.000000,0.848485,0.900000,0.375000,0.161250
0.363636,0.360071,0.180978,0.333333,0.275000,0.023438,0.516041
0.363636,0.483210,0.474240,0.242424,0.275000,0.369420,0.064374
0.636364,0.720141,0.827609,0.757576,0.825000,0.513221,0.082617
0.363636,0.365665,0.353369,0.212121,0.375000,0.082031,0.306354
0.454545,0.291048,0.051519,0.515152,0.475000,0.006514,0.520654
0.363636,0.319032,0.080581,0.575758,0.550000,0.030078,0.274062
0.818182,0.141788,0.180978,0.000000,0.075000,0.173678,0.068148
0.363636,0.496264,0.310436,0.575758,0.575000,0.082031,0.274062
0.363636,0.477604,0.474240,0.545455,0.575000,0.164062,0.193542
0.363636,0.445889,0.353369,0.515152,0.475000,0.252930,0.080520
0.636364,0.645524,0.353369,0.636364,0.700000,0.072515,0.344726
0.363636,0.378731,0.439234,0.242424,0.225000,0.133732,0.225834
0.727273,0.123128,0.111625,0.000000,0.100000,0.099309,0.099602
0.818182,0.139923,0.136063,0.212121,0.075000,0.108359,0.102957
0.636364,0.850740,0.827609,0.848485,0.900000,0.571983,0.069616
0.363636,0.347017,0.094452,0.666667,0.500000,0.012278,0.516041
0.363636,0.421634,0.284676,0.424242,0.425000,0.030273,0.596771
0.818182,0.179109,0.138045,0.000000,0.075000,0.146635,0.068148
0.363636,0.440295,0.172391,0.515152,0.625000,0.037500,0.354791
0.272727,0.307831,0.060106,0.575758,0.475000,0.003305,0.650451
0.545455,0.514925,0.138045,0.606061,0.625000,0.119591,0.091424
0.454545,0.608203,0.120872,0.606061,0.550000,0.115252,0.086391
0.363636,0.263063,0.093131,0.272727,0.350000,0.012867,0.499895
0.636364,0.962679,0.827609,0.696970,0.775000,0.513221,0.082617
0.454545,0.888049,0.655218,0.696970,0.850000,0.236779,0.176138
0.363636,0.468280,0.361955,0.545455,0.475000,0.093750,0.274062
0.363636,0.365665,0.180978,0.484848,0.400000,0.098308,0.145104
0.363636,0.496264,0.155218,0.545455,0.450000,0.020090,0.516041
0.272727,0.402986,0.482827,0.242424,0.300000,0.132849,0.248689
0.363636,0.328356,0.138045,0.181818,0.225000,0.042969,0.274062
0.545455,0.285441,0.264861,0.060606,0.125000,0.167533,0.105263
0.545455,0.682833,0.310436,0.636364,0.725000,0.097055,0.231076
0.363636,0.302875,0.267503,0.090909,0.200000,0.017584,0.806458
0.454545,0.720141,0.741083,0.727273,0.800000,0.510216,0.071294
0.363636,0.546529,0.568692,0.303030,0.400000,0.296875,0.112812
0.545455,0.757462,0.913474,0.878788,0.950000,0.660457,0.063326
0.363636,0.477604,0.353369,0.484848,0.400000,0.017428,1.000000
0.363636,0.300372,0.031044,0.272727,0.300000,0.003474,0.532187
0.363636,0.348882,0.284676,0.303030,0.250000,0.028089,0.629063
0.363636,0.371321,0.122853,0.424242,0.400000,0.015892,0.516041
0.363636,0.832080,0.612285,0.515152,0.625000,0.316406,0.112812
0.272727,0.509330,0.172391,0.272727,0.400000,0.095826,0.143846
0.363636,0.701493,0.551519,0.757576,0.625000,0.122870,0.306354
0.545455,0.664172,0.525760,0.666667,0.550000,0.291686,0.105263
0.363636,0.552233,0.525760,0.545455,0.550000,0.228516,0.145104
0.545455,0.552233,0.223910,0.545455,0.450000,0.056490,0.301111
0.454545,0.496264,0.353369,0.545455,0.550000,0.215745,0.101279
0.636364,0.888049,1.000000,0.484848,0.650000,0.401043,0.148249
0.454545,0.263063,0.094452,0.363636,0.375000,0.014423,0.475781
0.454545,0.664172,0.741083,0.696970,0.700000,0.218083,0.221220
0.454545,0.477604,0.379128,0.545455,0.575000,0.147034,0.176138
0.454545,0.944018,0.827609,0.575758,0.650000,0.369991,0.131264
0.363636,0.763241,0.666446,0.606061,0.500000,0.281740,0.145104
0.363636,0.225742,0.017173,0.424242,0.400000,0.003906,0.467813
0.545455,0.626863,0.560106,0.666667,0.700000,0.258275,0.133361
0.818182,0.179109,0.120872,0.000000,0.075000,0.135817,0.068148
0.454545,0.432836,0.500000,0.393939,0.425000,0.259724,0.116377
0.363636,0.330221,0.180978,0.393939,0.400000,0.029949,0.435521
0.454545,0.141788,0.120872,0.121212,0.325000,0.131611,0.071294
0.545455,0.850740,0.827609,0.818182,0.875000,0.397536,0.119312
0.454545,0.347017,0.266843,0.333333,0.375000,0.362981,0.026421
0.818182,0.123128,0.138045,0.000000,0.075000,0.119591,0.091424
0.272727,0.392349,0.336196,0.363636,0.475000,0.038975,0.563221
0.454545,0.393650,0.178336,0.454545,0.475000,0.050727,0.280981
0.636364,0.701493,0.396301,0.666667,0.700000,0.128606,0.213672
0.636364,0.757462,0.482827,0.666667,0.700000,0.171340,0.187461
0.636364,0.850740,0.612285,0.878788,0.875000,0.393029,0.082617
0.363636,0.347017,0.068692,0.454545,0.475000,0.018750,0.354791
0.454545,0.524249,0.568692,0.424242,0.425000,0.405048,0.071294
0.363636,0.496264,0.396301,0.515152,0.575000,0.218750,0.112812
0.545455,0.850740,0.741083,0.909091,0.925000,0.435096,0.091424
0.454545,0.296642,0.051519,0.545455,0.450000,0.008413,0.475781
0.363636,0.332086,0.149273,0.545455,0.500000,0.008347,0.774166
0.545455,0.720141,0.827609,0.606061,0.650000,0.314904,0.161250
0.363636,0.304101,0.129458,0.575758,0.375000,0.007031,0.758021
0.363636,0.361935,0.111625,0.454545,0.425000,0.005469,0.758021
0.636364,0.748126,0.310436,0.606061,0.625000,0.184697,0.108828
0.727273,0.160449,0.094452,0.000000,0.100000,0.144005,0.050325
0.727273,0.216418,0.138045,0.000000,0.300000,0.137620,0.074858
0.909091,0.244402,0.138045,0.000000,0.100000,0.198468,0.039841
0.454545,0.589555,0.525760,0.484848,0.550000,0.615385,0.026421
0.727273,0.132464,0.094452,0.000000,0.050000,0.112079,0.074858
0.636364,0.570894,0.439234,0.727273,0.725000,0.375000,0.056406
0.363636,0.496264,0.488111,0.363636,0.375000,0.444011,0.048438
0.454545,0.337681,0.180978,0.393939,0.375000,0.026442,0.475781
0.727273,0.272387,0.266843,0.030303,0.400000,0.175931,0.099602
0.363636,0.832080,0.500000,0.848485,0.825000,0.171875,0.193542
0.363636,0.225742,0.085865,0.303030,0.250000,0.000000,0.919270
0.363636,0.197757,0.068692,0.272727,0.350000,0.015066,0.403229
0.363636,0.328356,0.163804,0.545455,0.450000,0.013020,0.677501
0.454545,0.337681,0.060106,0.575758,0.500000,0.011983,0.430908
0.818182,0.179109,0.094452,0.000000,0.075000,0.119591,0.068148
0.454545,0.305966,0.198811,0.272727,0.250000,0.017581,0.655483
0.363636,0.589555,0.525760,0.545455,0.550000,0.179688,0.193542
