CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.363636,0.682833,0.482827,0.606061,0.525000,0.257812,0.112812
0.454545,0.578353,0.525760,0.636364,0.575000,0.209736,0.161250
0.636364,0.757462,0.870542,0.666667,0.750000,0.537260,0.082617
0.727273,0.291048,0.189564,0.030303,0.050000,0.444111,0.000839
0.363636,0.328356,0.068692,0.515152,0.425000,0.003474,0.677501
0.454545,0.305966,0.301849,0.242424,0.225000,0.018729,0.850283
0.454545,0.291048,0.051519,0.393939,0.400000,0.003071,0.625498
0.363636,0.514925,0.301849,0.545455,0.575000,0.016277,0.919270
0.545455,0.582083,0.508587,0.696970,0.725000,0.258564,0.119312
1.000000,0.324627,0.111625,0.000000,0.075000,0.131884,0.066890
0.363636,0.514925,0.387715,0.515152,0.500000,0.099609,0.274062
0.272727,0.327988,0.200793,0.363636,0.450000,0.011304,0.825330
0.454545,0.369395,0.189564,0.484848,0.425000,0.040466,0.356049
0.454545,0.158584,0.068032,0.151515,0.325000,0.007999,0.535752
0.363636,0.309696,0.068692,0.575758,0.475000,0.008927,0.516041
0.363636,0.473874,0.344782,0.545455,0.575000,0.050294,0.467813
0.545455,0.235078,0.206737,0.181818,0.350000,0.229053,0.049486
0.545455,0.944018,0.827609,0.575758,0.650000,0.338513,0.147201
0.545455,0.701493,0.396301,0.666667,0.750000,0.322416,0.063326
0.363636,0.537315,0.535007,0.484848,0.475000,0.578906,0.032292
0.636364,0.776111,0.896301,0.727273,0.775000,0.362581,0.148249
0.363636,0.645524,0.474240,0.606061,0.625000,0.321289,0.080520
0.363636,0.533573,0.396301,0.393939,0.425000,0.179688,0.145104
0.363636,0.328356,0.146631,0.545455,0.500000,0.032813,0.354791
0.818182,0.160449,0.223910,0.000000,0.100000,0.128606,0.126232
0.272727,0.281711,0.094452,0.333333,0.400000,0.016569,0.440763
0.545455,0.292912,0.051519,0.424242,0.475000,0.010889,0.426924
0.636364,0.682833,0.353369,0.727273,0.800000,0.090144,0.279304
0.636364,0.701493,0.655218,0.757576,0.775000,0.200721,0.213672
0.454545,0.300372,0.103038,0.484848,0.400000,0.011719,0.550640
0.272727,0.393650,0.319022,0.424242,0.500000,0.067963,0.335919
0.818182,0.160449,0.068692,0.000000,0.075000,0.083534,0.091424
0.636364,0.813432,0.482827,0.787879,0.675000,0.320913,0.082617
0.363636,0.505588,0.366579,0.515152,0.550000,0.205078,0.112812
0.545455,1.000000,1.000000,0.787879,0.850000,0.277344,0.231076
0.545455,0.850740,0.741083,0.818182,0.875000,0.435096,0.091424
0.454545,0.832080,0.482827,0.696970,0.850000,0.180688,0.176138
0.545455,0.850740,0.396301,0.939394,0.925000,0.119591,0.231076
0.454545,0.313426,0.145310,0.515152,0.425000,0.016872,0.550640
0.727273,0.776111,0.784676,0.787879,0.575000,0.520733,0.074858
0.545455,0.570894,0.180978,0.727273,0.700000,0.089543,0.161250
0.363636,0.333951,0.109643,0.545455,0.475000,0.010451,0.596771
0.818182,0.402986,0.077279,0.454545,0.475000,0.108774,0.068148
0.636364,0.776111,0.396301,0.727273,0.725000,0.176683,0.148249
0.363636,0.404851,0.219947,0.515152,0.575000,0.035808,0.435521
0.363636,0.679103,0.629458,0.484848,0.525000,0.210938,0.193542
0.363636,0.645524,0.741083,0.545455,0.600000,0.244793,0.193542
0.545455,0.533573,0.551519,0.242424,0.350000,0.687500,0.021388
0.272727,0.309082,0.285337,0.212121,0.250000,0.015811,0.895156
0.727273,0.291048,0.138045,0.000000,0.200000,0.175931,0.050325
0.454545,0.309696,0.077279,0.454545,0.375000,0.009838,0.520654
0.272727,0.552233,0.327609,0.575758,0.600000,0.140625,0.161250
1.000000,0.216418,0.100396,0.151515,0.225000,0.177434,0.035437
0.363636,0.328356,0.155218,0.484848,0.450000,0.020090,0.516041
0.636364,0.496264,0.291281,0.727273,0.800000,0.137581,0.148249
0.454545,0.514925,0.439234,0.545455,0.550000,0.257812,0.101279
0.454545,0.309696,0.180978,0.484848,0.500000,0.043269,0.326064
0.363636,0.235078,0.051519,0.424242,0.350000,0.012278,0.403229
0.727273,0.160449,0.077279,0.000000,0.100000,0.180189,0.025582
0.363636,0.389920,0.249670,0.545455,0.500000,0.023438,0.645209
0.363636,0.402986,0.254293,0.515152,0.525000,0.061614,0.306354
0.363636,0.365665,0.138045,0.545455,0.475000,0.013672,0.596771
0.454545,0.309696,0.077279,0.515152,0.425000,0.014612,0.430908
1.000000,0.233214,0.124174,0.000000,0.125000,0.174011,0.045922
0.636364,0.757462,0.827609,0.696970,0.775000,0.425081,0.108828
0.454545,0.757462,0.741083,0.575758,0.675000,0.307969,0.146362
0.454545,0.850740,0.525760,0.696970,0.775000,0.194712,0.176138
0.636364,0.477604,0.525760,0.424242,0.475000,0.312172,0.095827
0.454545,0.261198,0.196169,0.454545,0.450000,0.022133,0.565737
0.363636,0.306310,0.204095,0.151515,0.275000,0.015048,0.725729
0.363636,0.289269,0.117569,0.272727,0.300000,0.007888,0.693437
0.454545,0.757462,0.870542,0.696970,0.700000,0.468149,0.101279
0.454545,0.350747,0.079921,0.515152,0.400000,0.003978,0.700356
0.818182,0.188433,0.138045,0.000000,0.075000,0.119591,0.091424
0.363636,0.477604,0.336196,0.575758,0.425000,0.053386,0.435521
0.818182,0.253727,0.111625,0.000000,0.300000,0.130409,0.068148
0.363636,0.645524,0.551519,0.757576,0.625000,0.238281,0.145104
0.636364,0.589555,0.353369,0.303030,0.450000,0.314904,0.056406
0.818182,0.253727,0.180978,0.000000,0.075000,0.173678,0.068148
0.818182,0.000000,0.138045,0.787879,0.725000,0.092548,0.126232
0.727273,0.794771,0.844782,0.818182,0.800000,0.556490,0.074858
0.363636,0.485075,0.161823,0.272727,0.400000,0.051809,0.258125
0.363636,1.000000,0.223910,0.757576,0.700000,0.140625,0.112812
0.272727,0.300372,0.189564,0.575758,0.425000,0.049279,0.301111
0.363636,0.253727,0.008587,0.424242,0.325000,0.001608,0.499895
0.454545,0.076495,0.612285,0.666667,0.700000,0.127404,0.326064
0.818182,0.701493,0.827609,0.909091,1.000000,0.154360,0.359195
0.818182,0.291048,0.180978,0.000000,0.275000,0.173678,0.068148
0.363636,0.244402,0.129458,0.303030,0.250000,0.003906,0.887188
0.454545,0.337681,0.379128,0.454545,0.450000,0.048582,0.520654
0.363636,0.348882,0.241083,0.272727,0.250000,0.012662,0.887188
0.363636,0.347017,0.085865,0.424242,0.400000,0.011160,0.516041
0.636364,0.757462,0.827609,0.545455,0.600000,0.425081,0.108828
0.454545,0.488805,0.310436,0.484848,0.525000,0.124600,0.176138
0.545455,0.244402,0.094452,0.000000,0.025000,0.097055,0.091424
0.454545,0.417905,0.260898,0.515152,0.525000,0.037620,0.475781
0.545455,0.638052,0.548217,0.666667,0.600000,0.253419,0.133361
0.818182,0.188433,0.077279,0.000000,0.075000,0.108774,0.068148
0.363636,0.832080,0.655218,0.787879,0.725000,0.218750,0.193542
0.454545,0.305966,0.051519,0.515152,0.475000,0.006514,0.520654
0.363636,0.626863,0.293263,0.575758,0.500000,0.171875,0.112812
0.727273,0.123128,0.138705,0.212121,0.125000,0.094201,0.124345
0.363636,0.312616,0.231176,0.181818,0.300000,0.021448,0.645209
0.272727,0.390055,0.331572,0.151515,0.300000,0.074432,0.318515
0.363636,0.365665,0.155218,0.606061,0.550000,0.012151,0.677501
0.818182,0.328356,0.223910,0.000000,0.100000,0.417067,0.009855
0.363636,0.440295,0.319022,0.515152,0.500000,0.089228,0.258125
0.545455,0.496264,0.120872,0.757576,0.775000,0.110577,0.091424
0.545455,0.896073,0.410172,0.787879,0.800000,0.331430,0.063326
0.818182,0.496264,0.155218,0.393939,0.525000,0.200721,0.044663
0.454545,0.496264,0.422061,0.545455,0.525000,0.205228,0.131264
0.636364,0.757462,0.741083,0.787879,0.800000,0.304889,0.148249
0.363636,0.302960,0.231836,0.212121,0.275000,0.016352,0.758021
0.454545,0.380596,0.091149,0.515152,0.450000,0.014811,0.460893
0.454545,0.365665,0.258256,0.424242,0.350000,0.058413,0.326064
0.636364,0.813432,0.698151,0.848485,0.850000,0.441106,0.082617
0.636364,0.589555,0.266843,0.606061,0.650000,0.056490,0.344726
0.363636,0.361935,0.135403,0.606061,0.525000,0.013380,0.596771
0.363636,0.477604,0.439234,0.575758,0.550000,0.125433,0.241979
0.636364,0.850740,0.482827,0.727273,0.725000,0.320913,0.082617
0.363636,0.421634,0.353369,0.515152,0.600000,0.070312,0.354791
0.363636,0.468280,0.309115,0.393939,0.500000,0.016863,0.919270
0.272727,0.249997,0.068692,0.454545,0.450000,0.007040,0.563221
0.363636,0.626863,0.525760,0.636364,0.625000,0.350586,0.080520
0.272727,0.123128,0.068692,0.060606,0.175000,0.022148,0.318515
1.000000,0.189550,0.051519,0.000000,0.075000,0.134615,0.035437
0.363636,0.458955,0.387715,0.181818,0.175000,0.076563,0.354791
0.454545,0.291048,0.085865,0.333333,0.425000,0.006322,0.640596
0.272727,0.248243,0.126156,0.333333,0.325000,0.008383,0.702873
0.454545,0.457091,0.396301,0.333333,0.475000,0.077858,0.356049
0.545455,0.608203,0.439234,0.787879,0.850000,0.130859,0.231076
0.363636,0.350747,0.107662,0.454545,0.450000,0.010255,0.596771
0.545455,0.701493,0.223910,0.787879,0.725000,0.104567,0.161250
0.636364,0.682833,0.353369,0.696970,0.750000,0.090144,0.279304
0.363636,0.477604,0.457067,0.484848,0.475000,0.358260,0.064374
0.727273,0.347017,0.396301,0.363636,0.425000,0.367488,0.050325
0.454545,0.231336,0.180978,0.333333,0.300000,0.007025,0.925142
0.727273,0.169773,0.180978,0.000000,0.100000,0.163161,0.074858
0.363636,0.496264,0.353369,0.515152,0.525000,0.055989,0.435521
0.272727,0.906710,0.189564,0.969697,0.925000,0.092548,0.161250
0.636364,0.477604,0.223910,0.787879,0.775000,0.080529,0.213672
0.545455,0.813432,0.672391,0.757576,0.800000,0.280562,0.147201
0.454545,0.477604,0.361955,0.454545,0.550000,0.078606,0.326064
0.454545,0.382461,0.081902,0.515152,0.425000,0.019681,0.370937
0.363636,0.692157,0.508587,0.727273,0.600000,0.086217,0.403229
0.363636,0.263063,0.062748,0.333333,0.250000,0.006271,0.564479
0.545455,0.869401,0.655218,0.727273,0.800000,0.322416,0.119312
0.363636,0.720141,0.379128,0.757576,0.700000,0.210938,0.112812
0.727273,0.249997,0.198151,0.151515,0.325000,0.194378,0.062487
0.909091,0.192163,0.111625,0.000000,0.100000,0.124507,0.072971
0.454545,0.291048,0.051519,0.363636,0.300000,0.005409,0.550640
0.727273,0.207094,0.120872,0.000000,0.300000,0.188702,0.037953
0.363636,0.356341,0.198151,0.515152,0.450000,0.022410,0.564479
0.363636,0.315303,0.129458,0.515152,0.450000,0.007494,0.741875
0.545455,0.533573,0.482827,0.484848,0.575000,0.194712,0.161250
0.636364,0.682833,0.655218,0.696970,0.725000,0.317215,0.122038
0.363636,0.378731,0.138045,0.575758,0.500000,0.015213,0.564479
0.363636,0.626863,0.482827,0.575758,0.600000,0.232954,0.128958
0.363636,0.906710,0.585865,0.787879,0.750000,0.275568,0.128958
0.363636,0.322762,0.068692,0.545455,0.475000,0.003474,0.677501
0.545455,0.608203,0.568692,0.606061,0.625000,0.499486,0.049486
0.727273,0.458955,0.206737,0.757576,0.750000,0.092215,0.173621
0.545455,0.458955,0.180978,0.727273,0.725000,0.127785,0.105263
0.454545,0.570894,0.310436,0.515152,0.600000,0.124600,0.176138
0.545455,0.533573,0.223910,0.606061,0.625000,0.104567,0.161250
