CRS (RPM),AR (mm/min),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.363636,0.596774,0.338131,0.122727,0.454545,0.450000,0.011412,0.027227,0.011221,0.596771
0.454545,0.677419,0.307558,0.118182,0.393939,0.425000,0.009831,0.021796,0.009648,0.625498
0.454545,0.677419,0.280580,0.067532,0.393939,0.425000,0.004181,0.018819,0.004044,0.625498
0.454545,0.677419,0.262590,0.067532,0.393939,0.400000,0.004068,0.016834,0.004044,0.625498
0.454545,0.677419,0.280580,0.067532,0.393939,0.400000,0.004181,0.018819,0.004044,0.625498
0.363636,0.596774,0.316546,0.105844,0.393939,0.450000,0.009492,0.024739,0.009270,0.596771
0.363636,0.596774,0.325535,0.097403,0.393939,0.425000,0.008475,0.025775,0.008294,0.596771
0.363636,0.596774,0.321940,0.101299,0.393939,0.475000,0.008927,0.025361,0.008780,0.596771
0.363636,0.596774,0.329131,0.169481,0.363636,0.475000,0.016723,0.026190,0.016585,0.596771
0.454545,0.693548,0.280580,0.101299,0.333333,0.425000,0.007345,0.017956,0.007292,0.640596
0.454545,0.596774,0.311153,0.135714,0.303030,0.425000,0.014915,0.027578,0.014784,0.550640
0.454545,0.564516,0.316546,0.118182,0.393939,0.475000,0.014237,0.030834,0.014121,0.520654
0.363636,0.596774,0.361514,0.177922,0.393939,0.425000,0.017853,0.029923,0.017561,0.596771
0.363636,0.483871,0.376440,0.194805,0.515152,0.550000,0.027006,0.042786,0.026756,0.483749
0.454545,0.564516,0.352513,0.237013,0.515152,0.575000,0.029831,0.035535,0.029605,0.520654
0.363636,0.596774,0.361514,0.194805,0.484848,0.550000,0.019774,0.029923,0.019512,0.596771
0.454545,0.516129,0.343525,0.152597,0.515152,0.500000,0.021582,0.039095,0.021388,0.475781
0.363636,0.483871,0.388492,0.194805,0.515152,0.475000,0.027119,0.044470,0.026756,0.483749
0.363636,0.241935,0.433448,0.194805,0.515152,0.500000,0.061695,0.110450,0.061247,0.241979
0.363636,0.435484,0.415470,0.169481,0.484848,0.475000,0.027345,0.055153,0.026993,0.435521
0.363636,0.354839,0.424459,0.186364,0.515152,0.625000,0.038870,0.072018,0.038439,0.354791
0.454545,0.354839,0.460426,0.237013,0.515152,0.575000,0.053107,0.086310,0.052608,0.326064
0.545455,0.274194,0.478415,0.338961,0.484848,0.550000,0.102938,0.127465,0.102439,0.231076
0.363636,0.274194,0.496404,0.398052,0.515152,0.500000,0.101017,0.111833,0.100488,0.274062
0.363636,0.290323,0.478415,0.355844,0.515152,0.500000,0.086215,0.101563,0.085716,0.290208
0.454545,0.354839,0.460426,0.372727,0.454545,0.550000,0.080000,0.086310,0.079505,0.326064
0.454545,0.354839,0.460426,0.372727,0.515152,0.575000,0.080000,0.086310,0.079505,0.326064
0.545455,0.435484,0.424459,0.372727,0.515152,0.600000,0.069831,0.068445,0.069418,0.370937
0.363636,0.564516,0.487404,0.394156,0.484848,0.525000,0.045989,0.047876,0.045442,0.564479
0.454545,0.193548,0.550361,0.322078,0.515152,0.600000,0.126102,0.187548,0.125454,0.176138
0.545455,0.274194,0.586328,0.491558,0.545455,0.625000,0.143616,0.156177,0.142964,0.231076
0.363636,0.241935,0.622306,0.652597,0.484848,0.525000,0.179096,0.158836,0.178320,0.241979
0.363636,0.193548,0.654678,0.635714,0.484848,0.525000,0.212429,0.204733,0.211707,0.193542
0.454545,0.193548,0.640284,0.516883,0.545455,0.575000,0.190621,0.217323,0.189893,0.176138
0.454545,0.193548,0.640284,0.516883,0.515152,0.550000,0.190621,0.217323,0.189893,0.176138
0.363636,0.080645,0.712229,0.567532,0.454545,0.500000,0.371412,0.435325,0.370732,0.080520
0.454545,0.677419,0.370503,0.050649,0.515152,0.425000,0.002486,0.028744,0.002176,0.625498
0.545455,0.274194,0.415470,0.186364,0.424242,0.475000,0.062260,0.110716,0.061914,0.231076
0.454545,0.112903,0.532371,0.364286,0.454545,0.475000,0.216949,0.282830,0.216510,0.101279
0.272727,0.145161,0.532371,0.338961,0.575758,0.600000,0.142034,0.196055,0.141463,0.161250
0.545455,0.193548,0.514382,0.491558,0.484848,0.575000,0.195932,0.189675,0.195497,0.161250
0.363636,0.193548,0.550361,0.533766,0.484848,0.500000,0.181017,0.172660,0.180488,0.193542
0.363636,0.193548,0.514382,0.516883,0.484848,0.550000,0.175706,0.161601,0.175286,0.193542
0.272727,0.064516,0.559349,0.448701,0.454545,0.500000,0.320226,0.367417,0.319862,0.073810
0.272727,0.096774,0.397481,0.508442,0.454545,0.500000,0.273559,0.204562,0.273546,0.108828
0.363636,0.193548,0.550361,0.550649,0.484848,0.550000,0.186215,0.172660,0.185690,0.193542
0.363636,0.274194,0.478415,0.322078,0.575758,0.575000,0.083390,0.107685,0.082927,0.274062
0.454545,0.193548,0.471224,0.322078,0.484848,0.525000,0.125876,0.161345,0.125454,0.176138
0.363636,0.177419,0.514382,0.448701,0.515152,0.575000,0.167006,0.174635,0.166550,0.177396
0.454545,0.112903,0.478415,0.364286,0.545455,0.550000,0.216836,0.256032,0.216510,0.101279
0.454545,0.112903,0.496404,0.364286,0.515152,0.525000,0.216836,0.264965,0.216510,0.101279
0.363636,0.241935,0.514382,0.364286,0.545455,0.500000,0.105198,0.131187,0.104606,0.241979
0.363636,0.193548,0.568350,0.533766,0.545455,0.550000,0.181017,0.178190,0.180488,0.193542
0.363636,0.177419,0.559349,0.406494,0.575758,0.525000,0.153220,0.189447,0.152612,0.177396
0.363636,0.274194,0.442448,0.237013,0.545455,0.525000,0.063842,0.099391,0.063415,0.274062
0.363636,0.145161,0.487404,0.237013,0.515152,0.525000,0.115932,0.196853,0.115446,0.145104
0.363636,0.403226,0.424459,0.296753,0.545455,0.525000,0.051299,0.062065,0.050870,0.403229
0.363636,0.274194,0.514382,0.322078,0.606061,0.650000,0.083503,0.115980,0.082927,0.274062
0.363636,0.516129,0.442448,0.448701,0.454545,0.500000,0.058305,0.047845,0.057840,0.516041
0.363636,0.112903,0.496404,0.406494,0.484848,0.550000,0.219887,0.244547,0.219512,0.112812
0.363636,0.193548,0.622306,0.745455,0.545455,0.600000,0.246215,0.194779,0.245529,0.193542
0.363636,0.112903,0.568350,0.661039,0.575758,0.575000,0.336949,0.277726,0.336585,0.112812
0.363636,0.145161,0.478415,0.618831,0.515152,0.475000,0.262034,0.193397,0.261788,0.145104
0.363636,0.193548,0.496404,0.618831,0.515152,0.550000,0.206893,0.156071,0.206505,0.193542
0.363636,0.193548,0.460426,0.483117,0.545455,0.575000,0.165198,0.145011,0.164878,0.193542
0.363636,0.145161,0.532371,0.533766,0.545455,0.550000,0.229718,0.214133,0.229268,0.145104
0.363636,0.241935,0.460426,0.448701,0.575758,0.550000,0.126667,0.117363,0.126286,0.241979
0.363636,0.177419,0.465831,0.567532,0.515152,0.550000,0.205876,0.158638,0.205574,0.177396
0.363636,0.274194,0.451437,0.575974,0.545455,0.600000,0.141808,0.101464,0.141463,0.274062
0.363636,0.274194,0.406470,0.559091,0.545455,0.550000,0.137740,0.091096,0.137561,0.274062
0.363636,0.145161,0.496404,0.457792,0.545455,0.550000,0.200339,0.200309,0.200000,0.145104
0.363636,0.193548,0.460426,0.406494,0.575758,0.575000,0.141808,0.145011,0.141463,0.193542
0.363636,0.241935,0.406470,0.491558,0.575758,0.525000,0.137401,0.103538,0.137129,0.241979
0.363636,0.145161,0.460426,0.491558,0.575758,0.575000,0.213220,0.186485,0.213007,0.145104
0.363636,0.322581,0.397481,0.474675,0.636364,0.600000,0.101017,0.074687,0.100743,0.322499
0.363636,0.435484,0.451437,0.322078,0.575758,0.525000,0.050847,0.060682,0.050408,0.435521
0.363636,0.274194,0.433448,0.533766,0.636364,0.575000,0.131977,0.097317,0.131707,0.274062
0.363636,0.403226,0.388492,0.483117,0.636364,0.600000,0.081808,0.056140,0.081534,0.403229
0.363636,0.274194,0.424459,0.448701,0.545455,0.550000,0.112542,0.095243,0.112195,0.274062
0.363636,0.387097,0.397481,0.398052,0.606061,0.575000,0.070960,0.060529,0.070640,0.387083
0.363636,0.193548,0.406470,0.398052,0.575758,0.550000,0.139096,0.128422,0.138861,0.193542
0.363636,0.193548,0.433448,0.322078,0.545455,0.525000,0.115819,0.136717,0.115446,0.193542
0.363636,0.080645,0.429852,0.364286,0.515152,0.475000,0.253785,0.272542,0.253659,0.080520
0.454545,0.161290,0.514382,0.406494,0.515152,0.550000,0.179774,0.205872,0.179332,0.146362
0.363636,0.080645,0.559349,0.398052,0.515152,0.525000,0.273559,0.347194,0.273171,0.080520
0.363636,0.241935,0.505393,0.398052,0.515152,0.500000,0.113785,0.128883,0.113279,0.241979
0.363636,0.145161,0.532371,0.533766,0.545455,0.500000,0.229718,0.214133,0.229268,0.145104
0.363636,0.225806,0.460426,0.500000,0.515152,0.475000,0.148701,0.125494,0.148350,0.225834
0.363636,0.274194,0.451437,0.372727,0.545455,0.475000,0.095028,0.101464,0.094634,0.274062
0.363636,0.322581,0.451437,0.483117,0.515152,0.525000,0.102825,0.085506,0.102439,0.322499
0.363636,0.354839,0.406470,0.491558,0.515152,0.525000,0.094915,0.068700,0.094634,0.354791
0.363636,0.193548,0.496404,0.575974,0.575758,0.575000,0.193898,0.156071,0.193495,0.193542
0.363636,0.209677,0.442448,0.644156,0.575758,0.525000,0.200226,0.129459,0.200000,0.209688
0.363636,0.193548,0.460426,0.652597,0.606061,0.525000,0.217175,0.145011,0.216910,0.193542
0.363636,0.145161,0.532371,0.508442,0.606061,0.600000,0.220000,0.214133,0.219512,0.145104
0.363636,0.145161,0.552513,0.618831,0.606061,0.575000,0.262260,0.221875,0.261788,0.145104
0.363636,0.193548,0.370503,0.194805,0.515152,0.475000,0.076610,0.117363,0.076422,0.193542
0.363636,0.112903,0.478415,0.406494,0.515152,0.575000,0.219774,0.236253,0.219512,0.112812
0.636364,0.129032,0.460426,0.533766,0.424242,0.475000,0.312994,0.257540,0.312844,0.095827
0.454545,0.145161,0.478415,0.533766,0.484848,0.500000,0.248249,0.209880,0.248030,0.131264
0.454545,0.032258,0.568350,0.533766,0.484848,0.550000,0.615706,0.622274,0.615760,0.026421
0.454545,0.112903,0.496404,0.525325,0.484848,0.525000,0.296610,0.264965,0.296360,0.101279
0.545455,0.112903,0.478415,0.644156,0.393939,0.450000,0.381695,0.275812,0.381614,0.091424
0.545455,0.064516,0.487404,0.533766,0.484848,0.575000,0.467797,0.409803,0.467809,0.049486
0.454545,0.080645,0.505393,0.575974,0.424242,0.425000,0.405763,0.342010,0.405629,0.071294
0.545455,0.080645,0.550361,0.389610,0.363636,0.500000,0.312203,0.397839,0.311820,0.063326
0.727273,0.032258,0.172667,0.042208,0.515152,0.025000,0.158418,0.282830,0.158874,0.013210
0.636364,0.080645,0.154678,0.109740,0.484848,0.075000,0.135028,0.145011,0.135460,0.056406
0.727273,0.080645,0.172667,0.118182,0.000000,0.025000,0.150847,0.168938,0.151220,0.050325
0.545455,0.112903,0.226623,0.194805,0.272727,0.250000,0.142712,0.141821,0.142964,0.091424
0.727273,0.145161,0.226623,0.144156,0.333333,0.325000,0.108475,0.132782,0.108692,0.099602
0.454545,0.080645,0.226623,0.169481,0.151515,0.300000,0.153220,0.168938,0.153471,0.071294
0.454545,0.032258,0.262590,0.305195,0.333333,0.375000,0.388249,0.318561,0.388818,0.026421
0.454545,0.080645,0.154678,0.194805,0.030303,0.150000,0.168701,0.124275,0.169231,0.071294
0.454545,0.080645,0.136688,0.135714,0.121212,0.325000,0.131977,0.113109,0.132458,0.071294
0.454545,0.032258,0.352513,0.322078,0.363636,0.450000,0.405311,0.407888,0.405629,0.026421
0.454545,0.048387,0.370503,0.279221,0.424242,0.350000,0.300452,0.351314,0.300563,0.041518
0.545455,0.032258,0.298557,0.169481,0.272727,0.300000,0.273333,0.381090,0.273546,0.021388
0.545455,0.080645,0.370503,0.279221,0.272727,0.325000,0.238644,0.278204,0.238649,0.063326
0.454545,0.080645,0.424459,0.491558,0.363636,0.425000,0.352994,0.291763,0.353096,0.071294
0.545455,0.064516,0.226623,0.220130,0.181818,0.350000,0.229379,0.211551,0.229806,0.049486
0.454545,0.032258,0.334536,0.279221,0.333333,0.375000,0.363277,0.390023,0.363602,0.026421
0.727273,0.080645,0.145689,0.135714,0.000000,0.000000,0.163503,0.148600,0.163977,0.050325
0.727273,0.112903,0.127700,0.109740,0.000000,0.050000,0.112429,0.103857,0.112946,0.074858
0.727273,0.096774,0.241005,0.211688,0.151515,0.325000,0.194802,0.193645,0.195164,0.062487
0.636364,0.080645,0.244601,0.491558,0.000000,0.075000,0.404972,0.208816,0.405629,0.056406
0.727273,0.080645,0.334536,0.406494,0.363636,0.425000,0.367797,0.290965,0.368105,0.050325
0.636364,0.064516,0.334536,0.423377,0.090909,0.200000,0.410395,0.314550,0.410774,0.043405
0.727273,0.080645,0.154678,0.092857,0.000000,0.075000,0.131638,0.155380,0.132083,0.050325
0.727273,0.048387,0.154678,0.092857,0.000000,0.100000,0.180452,0.214133,0.180989,0.025582
0.636364,0.080645,0.154678,0.067532,0.060606,0.075000,0.105085,0.145011,0.105441,0.056406
0.727273,0.080645,0.154678,0.109740,0.000000,0.100000,0.144407,0.155380,0.144841,0.050325
0.818182,0.193548,0.154678,0.237013,0.000000,0.000000,0.129040,0.078654,0.129456,0.126232
0.727273,0.112903,0.154678,0.152597,0.000000,0.075000,0.137966,0.120127,0.138462,0.074858
0.636364,0.112903,0.154678,0.177922,0.000000,0.075000,0.143390,0.111833,0.143865,0.082617
0.727273,0.112903,0.154678,0.152597,0.000000,0.100000,0.137966,0.120127,0.138462,0.074858
0.727273,0.177419,0.154678,0.237013,0.000000,0.075000,0.130734,0.079839,0.131170,0.124345
0.727273,0.080645,0.163666,0.118182,0.000000,0.100000,0.150734,0.162159,0.151220,0.050325
0.727273,0.112903,0.133093,0.144156,0.000000,0.100000,0.132881,0.107111,0.133358,0.074858
0.727273,0.112903,0.158273,0.092857,0.000000,0.100000,0.102373,0.122297,0.102739,0.074858
0.818182,0.129032,0.151082,0.144156,0.000000,0.100000,0.127345,0.112761,0.127820,0.079681
0.818182,0.193548,0.154678,0.237013,0.000000,0.100000,0.129040,0.078654,0.129456,0.126232
0.727273,0.145161,0.118699,0.126623,0.000000,0.100000,0.099661,0.078547,0.100188,0.099602
0.727273,0.161290,0.165464,0.186364,0.000000,0.100000,0.118418,0.092593,0.118835,0.111973
0.727273,0.112903,0.163666,0.194805,0.000000,0.100000,0.163503,0.125551,0.163977,0.074858
0.818182,0.145161,0.149284,0.135714,0.000000,0.100000,0.111073,0.100667,0.111445,0.091424
0.818182,0.080645,0.172667,0.135714,0.000000,0.100000,0.174011,0.180104,0.174484,0.044663
0.818182,0.080645,0.190645,0.144156,0.000000,0.075000,0.180791,0.194460,0.181238,0.044663
0.818182,0.096774,0.190645,0.126623,0.000000,0.100000,0.147119,0.170533,0.147467,0.056406
0.818182,0.112903,0.172667,0.152597,0.000000,0.075000,0.147006,0.139907,0.147467,0.068148
0.818182,0.112903,0.172667,0.109740,0.000000,0.075000,0.120113,0.139907,0.120450,0.068148
0.727273,0.161290,0.172667,0.152597,0.000000,0.075000,0.102825,0.095930,0.103132,0.111973
0.818182,0.112903,0.163666,0.169481,0.000000,0.100000,0.157853,0.134164,0.158274,0.068148
0.818182,0.112903,0.109710,0.152597,0.000000,0.100000,0.146893,0.099710,0.147467,0.068148
0.818182,0.112903,0.127700,0.109740,0.000000,0.125000,0.120000,0.111194,0.120450,0.068148
0.727273,0.145161,0.120509,0.075974,0.212121,0.075000,0.074237,0.079451,0.074672,0.099602
0.818182,0.145161,0.118699,0.152597,0.000000,0.075000,0.119887,0.084396,0.120450,0.091424
0.818182,0.193548,0.178060,0.177922,0.212121,0.075000,0.103955,0.088607,0.104240,0.126232
0.818182,0.112903,0.172667,0.135714,0.000000,0.075000,0.136271,0.139907,0.136660,0.068148
0.727273,0.193548,0.145689,0.203896,0.181818,0.075000,0.107797,0.069509,0.108182,0.136507
0.818182,0.112903,0.154678,0.152597,0.000000,0.075000,0.147006,0.128422,0.147467,0.068148
0.818182,0.193548,0.127700,0.144156,0.000000,0.075000,0.089379,0.067169,0.089831,0.126232
0.818182,0.193548,0.118699,0.153896,0.212121,0.075000,0.093672,0.063341,0.094154,0.126232
0.818182,0.193548,0.118699,0.194805,0.000000,0.075000,0.110960,0.063341,0.111445,0.126232
0.727273,0.177419,0.118699,0.153247,0.212121,0.125000,0.094576,0.064343,0.095084,0.124345
0.818182,0.145161,0.136688,0.152597,0.000000,0.075000,0.120000,0.093967,0.120450,0.091424
0.818182,0.161290,0.134891,0.150649,0.212121,0.075000,0.108814,0.084249,0.109229,0.102957
0.818182,0.112903,0.163666,0.169481,0.000000,0.075000,0.157853,0.134164,0.158274,0.068148
0.818182,0.064516,0.194784,0.094156,0.212121,0.075000,0.163277,0.228997,0.163677,0.033131
0.727273,0.161290,0.170857,0.122078,0.000000,0.075000,0.088701,0.095096,0.089000,0.111973
0.818182,0.080645,0.178060,0.169481,0.212121,0.075000,0.201017,0.184411,0.201501,0.044663
0.909091,0.080645,0.208634,0.152597,0.000000,0.075000,0.198870,0.221577,0.199250,0.039841
0.818182,0.112903,0.136688,0.194805,0.000000,0.075000,0.173898,0.116937,0.174484,0.068148
0.818182,0.112903,0.190645,0.194805,0.000000,0.075000,0.174124,0.151392,0.174484,0.068148
0.818182,0.177419,0.134891,0.220779,0.000000,0.075000,0.131864,0.076740,0.132416,0.114699
0.818182,0.193548,0.118699,0.118182,0.030303,0.100000,0.078531,0.063341,0.079024,0.126232
0.818182,0.193548,0.082732,0.152597,0.000000,0.075000,0.092881,0.048027,0.093433,0.126232
0.818182,0.161290,0.154678,0.161039,0.000000,0.075000,0.113785,0.093967,0.114215,0.102957
0.818182,0.112903,0.154678,0.152597,0.000000,0.075000,0.147006,0.128422,0.147467,0.068148
0.818182,0.161290,0.136688,0.092857,0.000000,0.150000,0.080565,0.085133,0.080964,0.102957
0.818182,0.193548,0.118699,0.135714,0.000000,0.100000,0.085763,0.063341,0.086229,0.126232
0.818182,0.145161,0.154678,0.084416,0.000000,0.075000,0.084068,0.103538,0.084428,0.091424
0.818182,0.112903,0.172667,0.135714,0.000000,0.075000,0.136271,0.139907,0.136660,0.068148
0.818182,0.112903,0.208634,0.092857,0.000000,0.075000,0.109379,0.162877,0.109644,0.068148
0.818182,0.112903,0.190645,0.144156,0.000000,0.075000,0.141695,0.151392,0.142064,0.068148
0.818182,0.112903,0.181656,0.092857,0.000000,0.075000,0.109266,0.145649,0.109644,0.068148
0.818182,0.145161,0.181656,0.152597,0.000000,0.075000,0.120113,0.117894,0.120450,0.091424
0.818182,0.112903,0.298557,0.092857,0.151515,0.250000,0.109605,0.220301,0.109644,0.068148
0.818182,0.145161,0.316546,0.253896,0.030303,0.175000,0.174463,0.189675,0.174484,0.091424
0.818182,0.112903,0.388492,0.092857,0.454545,0.475000,0.109831,0.277726,0.109644,0.068148
0.818182,0.080645,0.478415,0.169481,0.393939,0.525000,0.201808,0.424159,0.201501,0.044663
0.818182,0.080645,0.298557,0.152597,0.151515,0.225000,0.187797,0.280597,0.187992,0.044663
0.545455,0.161290,0.478415,0.377273,0.515152,0.525000,0.181356,0.207344,0.181064,0.133361
0.545455,0.112903,0.478415,0.559091,0.545455,0.550000,0.336723,0.275812,0.336585,0.091424
0.454545,0.145161,0.478415,0.431818,0.545455,0.525000,0.206328,0.209880,0.206004,0.131264
0.545455,0.112903,0.478415,0.448701,0.545455,0.550000,0.278305,0.275812,0.278049,0.091424
0.454545,0.193548,0.460426,0.389610,0.545455,0.575000,0.148249,0.157772,0.147866,0.176138
0.454545,0.112903,0.496404,0.448701,0.545455,0.550000,0.258870,0.264965,0.258537,0.101279
0.454545,0.112903,0.496404,0.491558,0.454545,0.525000,0.279774,0.264965,0.279550,0.101279
0.454545,0.080645,0.496404,0.474675,0.575758,0.600000,0.342712,0.336427,0.342589,0.071294
0.454545,0.112903,0.478415,0.525325,0.484848,0.500000,0.296497,0.256032,0.296360,0.101279
0.454545,0.161290,0.487404,0.448701,0.484848,0.500000,0.195819,0.195565,0.195497,0.146362
0.454545,0.032258,0.496404,0.618831,0.454545,0.550000,0.699435,0.550812,0.699812,0.026421
0.454545,0.080645,0.496404,0.533766,0.454545,0.525000,0.379435,0.336427,0.379362,0.071294
0.545455,0.056452,0.485074,0.601299,0.363636,0.425000,0.560113,0.441018,0.560339,0.042357
0.636364,0.193548,0.410077,0.279221,0.424242,0.450000,0.129718,0.164238,0.129456,0.148249
0.636364,0.080645,0.514382,0.364286,0.515152,0.575000,0.315819,0.400232,0.315572,0.056406
0.545455,0.032258,0.514382,0.559091,0.242424,0.350000,0.687458,0.610789,0.687805,0.021388
0.454545,0.193548,0.604317,0.661039,0.484848,0.575000,0.238079,0.205414,0.237523,0.176138
0.454545,0.064516,0.550361,0.661039,0.545455,0.600000,0.525763,0.425754,0.525704,0.056406
0.454545,0.161290,0.514382,0.618831,0.545455,0.575000,0.260452,0.205872,0.260152,0.146362
0.545455,0.112903,0.505393,0.572078,0.515152,0.575000,0.343503,0.290168,0.343340,0.091424
0.454545,0.112903,0.568350,0.661039,0.606061,0.625000,0.363955,0.300696,0.363602,0.101279
0.545455,0.064516,0.586328,0.575974,0.606061,0.625000,0.500113,0.485001,0.499974,0.049486
0.545455,0.354839,0.532371,0.237013,0.545455,0.450000,0.058079,0.109280,0.057411,0.301111
0.545455,0.516129,0.514382,0.448701,0.666667,0.550000,0.069605,0.069357,0.068989,0.440763
0.545455,0.274194,0.532371,0.491558,0.545455,0.525000,0.143503,0.141821,0.142964,0.231076
0.363636,0.032258,0.820142,1.000000,0.666667,0.750000,1.000000,0.808585,1.000000,0.032292
0.363636,0.112903,0.748196,0.983117,0.606061,0.675000,0.485537,0.360673,0.484878,0.112812
0.545455,0.080645,0.766186,1.000000,0.636364,0.625000,0.717401,0.541401,0.717073,0.063326
0.454545,0.112903,0.730219,0.872727,0.696970,0.700000,0.469266,0.381090,0.468668,0.101279
0.454545,0.274194,0.676263,0.533766,0.666667,0.700000,0.143842,0.166705,0.142964,0.251206
0.454545,0.274194,0.703241,0.491558,0.727273,0.800000,0.133446,0.173404,0.132458,0.251206
0.363636,0.193548,0.712229,0.575974,0.727273,0.875000,0.194463,0.222428,0.193495,0.193542
0.454545,0.193548,0.820142,0.618831,0.727273,0.825000,0.224746,0.276875,0.223514,0.176138
0.454545,0.193548,0.820142,0.533766,0.696970,0.775000,0.196723,0.276875,0.195497,0.176138
0.454545,0.193548,0.856109,0.661039,0.696970,0.850000,0.238757,0.288785,0.237523,0.176138
0.363636,0.193548,0.820142,0.661039,0.696970,0.775000,0.220678,0.255607,0.219512,0.193542
0.454545,0.193548,0.802153,0.491558,0.696970,0.850000,0.182712,0.270920,0.181487,0.176138
0.363636,0.145161,0.883087,0.512338,0.727273,0.800000,0.222486,0.348922,0.221139,0.145104
0.363636,0.145161,0.946044,0.377273,0.727273,0.800000,0.170734,0.373115,0.169105,0.145104
0.454545,0.193548,0.928054,0.575974,0.696970,0.800000,0.210960,0.312606,0.209507,0.176138
0.363636,0.193548,0.073743,0.618831,0.696970,0.775000,0.205763,0.026121,0.206505,0.193542
0.454545,0.354839,0.073743,0.618831,0.666667,0.700000,0.127571,0.009489,0.128255,0.326064
0.363636,0.193548,0.118699,0.830519,0.575758,0.650000,0.270847,0.039945,0.271544,0.193542
0.363636,0.080645,0.892088,0.914935,0.666667,0.775000,0.571638,0.539008,0.570732,0.080520
0.363636,0.064516,0.910065,1.000000,0.666667,0.750000,0.710847,0.630842,0.710106,0.064374
0.454545,0.274194,0.604317,0.322078,0.666667,0.800000,0.091299,0.148840,0.090432,0.251206
0.363636,0.193548,0.640284,0.661039,0.454545,0.600000,0.220226,0.200309,0.219512,0.193542
0.454545,0.145161,0.676263,0.745455,0.606061,0.700000,0.336271,0.291763,0.335586,0.131264
0.454545,0.161290,0.730219,0.745455,0.575758,0.675000,0.309492,0.288327,0.308644,0.146362
0.363636,0.161290,0.658273,0.661039,0.606061,0.650000,0.256271,0.240719,0.255535,0.161250
0.454545,0.145161,0.694240,0.661039,0.606061,0.625000,0.301356,0.299207,0.300563,0.131264
0.454545,0.145161,0.910065,0.830519,0.575758,0.650000,0.371864,0.388534,0.370606,0.131264
0.545455,0.177419,0.910065,0.830519,0.575758,0.650000,0.340452,0.355113,0.339158,0.147201
0.636364,0.145161,0.730219,0.830519,0.545455,0.600000,0.426328,0.361949,0.425642,0.108828
0.545455,0.193548,0.694240,0.830519,0.606061,0.650000,0.316271,0.253480,0.315572,0.161250
0.454545,0.193548,0.721218,1.000000,0.575758,0.625000,0.350282,0.244122,0.349592,0.176138
0.454545,0.129032,0.730219,0.914935,0.606061,0.650000,0.444407,0.344547,0.443833,0.116377
0.545455,0.435484,0.568350,0.237013,0.757576,0.725000,0.046215,0.093967,0.045403,0.370937
0.545455,0.354839,0.532371,0.279221,0.757576,0.675000,0.067119,0.109280,0.066417,0.301111
0.636364,0.274194,0.460426,0.237013,0.787879,0.775000,0.081921,0.132250,0.081426,0.213672
0.545455,0.274194,0.564743,0.381169,0.757576,0.800000,0.114350,0.150435,0.113696,0.231076
0.636364,0.112903,0.730219,0.914935,0.727273,0.750000,0.562147,0.438515,0.561726,0.082617
0.636364,0.112903,0.730219,0.872727,0.666667,0.750000,0.538192,0.438515,0.537711,0.082617
0.727273,0.112903,0.766186,0.847403,0.818182,0.800000,0.557514,0.488921,0.556923,0.074858
0.636364,0.080645,0.766186,0.914935,0.727273,0.750000,0.706102,0.578886,0.705816,0.056406
0.545455,0.274194,0.514382,0.364286,0.696970,0.675000,0.109718,0.137036,0.109193,0.231076
0.545455,0.112903,0.694240,0.618831,0.757576,0.775000,0.368701,0.390661,0.368105,0.091424
0.636364,0.112903,0.730219,0.830519,0.727273,0.775000,0.514237,0.438515,0.513696,0.082617
0.545455,0.080645,0.694240,0.788312,0.727273,0.725000,0.576723,0.493547,0.576360,0.063326
0.636364,0.193548,0.748196,0.898052,0.727273,0.775000,0.363955,0.292189,0.363203,0.148249
0.545455,0.080645,0.730219,0.914935,0.878788,0.950000,0.661130,0.517474,0.660788,0.063326
0.545455,0.193548,0.532371,0.152597,0.878788,0.700000,0.076045,0.196055,0.075422,0.161250
0.727273,0.241935,0.442448,0.220130,0.757576,0.750000,0.093446,0.153873,0.093100,0.173621
0.636364,0.193548,0.478415,0.303247,0.727273,0.800000,0.138870,0.190100,0.138423,0.148249
0.636364,0.145161,0.634891,0.745455,0.757576,0.800000,0.386102,0.316859,0.385615,0.108828
0.545455,0.112903,0.712229,0.745455,0.727273,0.800000,0.436271,0.400232,0.435647,0.091424
0.818182,0.193548,0.640284,0.745455,0.727273,0.775000,0.346102,0.285382,0.345591,0.126232
0.818182,0.193548,0.640284,0.661039,0.757576,0.825000,0.310169,0.285382,0.309568,0.126232
0.636364,0.193548,0.742803,0.813636,0.757576,0.775000,0.331977,0.290147,0.331182,0.148249
0.636364,0.241935,0.676263,0.728571,0.757576,0.700000,0.247684,0.217323,0.246862,0.187461
0.636364,0.274194,0.676263,0.661039,0.757576,0.775000,0.202373,0.193503,0.201501,0.213672
0.636364,0.193548,0.730219,0.745455,0.787879,0.800000,0.306441,0.285382,0.305567,0.148249
0.636364,0.161290,0.760792,0.720130,0.818182,0.800000,0.344633,0.345850,0.343745,0.122038
0.727273,0.112903,0.748196,0.788312,0.787879,0.575000,0.521808,0.478074,0.521201,0.074858
0.818182,0.145161,0.775174,0.914935,0.818182,0.825000,0.526328,0.433729,0.525704,0.091424
0.636364,0.145161,0.730219,0.733117,0.757576,0.775000,0.380339,0.361949,0.379611,0.108828
