CRS (RPM),AR (mm/min),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.818182,0.129032,0.658273,0.322078,0.545455,0.575000,0.231751,0.407192,0.230973,0.079681
0.363636,0.112903,0.694240,0.389610,0.757576,0.700000,0.212542,0.335789,0.211707,0.112812
0.545455,0.112903,0.622306,0.448701,0.333333,0.475000,0.278644,0.352378,0.278049,0.091424
0.545455,0.112903,0.595328,0.533766,0.484848,0.525000,0.323503,0.338022,0.323077,0.091424
0.363636,0.112903,0.658273,0.491558,0.606061,0.525000,0.259209,0.319199,0.258537,0.112812
0.545455,0.112903,0.622306,0.491558,0.545455,0.550000,0.301130,0.352378,0.300563,0.091424
0.454545,0.177419,0.676263,0.542208,0.666667,0.575000,0.214350,0.247099,0.213508,0.161250
0.363636,0.112903,0.730219,0.618831,0.575758,0.475000,0.317853,0.352378,0.317073,0.112812
0.181818,0.112903,0.559349,0.023377,0.606061,0.500000,0.035028,0.228277,0.034236,0.142168
0.545455,0.145161,0.568350,0.347403,0.424242,0.575000,0.184859,0.266241,0.184240,0.119312
0.363636,0.129032,0.532371,0.152597,0.515152,0.600000,0.092429,0.235498,0.091797,0.128958
0.363636,0.112903,0.613306,0.516883,0.575758,0.525000,0.270847,0.298463,0.270244,0.112812
0.363636,0.145161,0.640284,0.508442,0.757576,0.500000,0.220226,0.255607,0.219512,0.145104
0.363636,0.145161,0.622306,0.559091,0.757576,0.625000,0.239661,0.248695,0.239024,0.145104
0.545455,0.112903,0.586328,0.533766,0.606061,0.575000,0.323503,0.333236,0.323077,0.091424
0.545455,0.129032,0.588125,0.533766,0.727273,0.600000,0.292881,0.301914,0.292377,0.105263
0.545455,0.145161,0.568350,0.584416,0.636364,0.575000,0.289718,0.266241,0.289306,0.119312
0.545455,0.112903,0.568350,0.423377,0.606061,0.650000,0.264972,0.323666,0.264540,0.091424
0.454545,0.177419,0.557552,0.533766,0.636364,0.575000,0.211073,0.204988,0.210507,0.161250
0.545455,0.145161,0.586328,0.491558,0.606061,0.500000,0.248588,0.274217,0.248030,0.119312
0.545455,0.161290,0.615103,0.555844,0.666667,0.600000,0.254802,0.263296,0.254148,0.133361
0.545455,0.161290,0.586328,0.533766,0.606061,0.625000,0.245650,0.251517,0.245142,0.133361
0.545455,0.161290,0.604317,0.567532,0.666667,0.700000,0.259548,0.258879,0.258999,0.133361
0.454545,0.193548,0.586328,0.491558,0.666667,0.675000,0.182147,0.199458,0.181487,0.176138
0.545455,0.161290,0.593519,0.359740,0.818182,0.650000,0.174802,0.254461,0.174139,0.133361
0.545455,0.274194,0.519787,0.431818,0.696970,0.575000,0.127684,0.138471,0.127205,0.231076
0.545455,0.112903,0.604317,0.491558,0.636364,0.650000,0.301017,0.342807,0.300563,0.091424
0.545455,0.080645,0.613306,0.423377,0.757576,0.725000,0.334802,0.439711,0.334334,0.063326
0.545455,0.129032,0.640284,0.533766,0.666667,0.550000,0.292994,0.327146,0.292377,0.105263
0.363636,0.193548,0.532371,0.109740,0.606061,0.550000,0.051073,0.167131,0.050408,0.193542
0.363636,0.193548,0.532371,0.135714,0.636364,0.575000,0.058870,0.167131,0.058212,0.193542
0.363636,0.112903,0.496404,0.152597,0.606061,0.625000,0.102938,0.244547,0.102439,0.112812
0.545455,0.112903,0.568350,0.237013,0.666667,0.700000,0.166102,0.323666,0.165478,0.091424
0.545455,0.112903,0.640284,0.406494,0.636364,0.575000,0.256158,0.361949,0.255535,0.091424
0.363636,0.145161,0.604317,0.559091,0.606061,0.600000,0.239661,0.241783,0.239024,0.145104
0.363636,0.080645,0.703241,0.618831,0.606061,0.700000,0.400565,0.430140,0.400000,0.080520
0.454545,0.080645,0.676263,0.237013,0.757576,0.625000,0.196384,0.448086,0.195497,0.071294
0.545455,0.080645,0.730219,0.639610,0.606061,0.650000,0.478418,0.517474,0.477863,0.063326
0.363636,0.112903,0.694240,0.533766,0.575758,0.575000,0.278870,0.335789,0.278049,0.112812
0.363636,0.112903,0.640284,0.575974,0.606061,0.600000,0.298192,0.310905,0.297561,0.112812
0.363636,0.080645,0.604317,0.533766,0.636364,0.625000,0.351638,0.373115,0.351220,0.080520
0.363636,0.161290,0.606115,0.495455,0.606061,0.650000,0.197627,0.222215,0.196998,0.161250
0.363636,0.080645,0.622306,0.483117,0.606061,0.625000,0.322486,0.383483,0.321951,0.080520
0.363636,0.145161,0.595328,0.474675,0.606061,0.600000,0.207119,0.238326,0.206505,0.145104
0.363636,0.193548,0.532371,0.491558,0.606061,0.575000,0.168023,0.167131,0.167481,0.193542
0.363636,0.193548,0.568350,0.491558,0.606061,0.600000,0.168136,0.178190,0.167481,0.193542
0.363636,0.112903,0.604317,0.635714,0.575758,0.575000,0.325311,0.294315,0.324878,0.112812
0.363636,0.080645,0.658273,0.575974,0.606061,0.600000,0.376158,0.404220,0.375610,0.080520
0.272727,0.048387,0.730219,0.406494,0.606061,0.625000,0.346328,0.553364,0.345591,0.056406
0.363636,0.032258,0.748196,0.194805,0.606061,0.625000,0.259435,0.742227,0.258537,0.032292
0.363636,0.080645,0.712229,0.491558,0.606061,0.625000,0.327571,0.435325,0.326829,0.080520
0.272727,0.112903,0.604317,0.448701,0.575758,0.600000,0.220113,0.270069,0.219512,0.126232
0.363636,0.112903,0.532371,0.406494,0.575758,0.575000,0.220000,0.261137,0.219512,0.112812
0.363636,0.096774,0.658273,0.406494,0.575758,0.625000,0.246215,0.356986,0.245529,0.096666
0.363636,0.193548,0.604317,0.406494,0.606061,0.575000,0.142147,0.189249,0.141463,0.193542
0.363636,0.129032,0.604317,0.491558,0.575758,0.600000,0.234350,0.265661,0.233702,0.128958
0.363636,0.096774,0.640284,0.448701,0.606061,0.575000,0.267910,0.347770,0.267209,0.096666
0.363636,0.096774,0.676263,0.364286,0.575758,0.525000,0.224633,0.366203,0.223847,0.096666
0.363636,0.080645,0.658273,0.109740,0.606061,0.550000,0.108249,0.404220,0.107317,0.080520
0.363636,0.112903,0.631295,0.135714,0.545455,0.600000,0.095480,0.306757,0.094634,0.112812
0.727273,0.112903,0.460426,0.194805,0.121212,0.100000,0.164294,0.304524,0.163977,0.074858
0.727273,0.145161,0.298557,0.237013,0.000000,0.025000,0.155367,0.168938,0.155473,0.099602
0.545455,0.112903,0.235612,0.109740,0.000000,0.025000,0.097740,0.146606,0.097936,0.091424
0.636364,0.145161,0.226623,0.194805,0.000000,0.025000,0.125198,0.123743,0.125454,0.108828
0.727273,0.145161,0.190645,0.186364,0.060606,0.150000,0.129605,0.114704,0.129957,0.099602
0.636364,0.129032,0.208634,0.126623,0.030303,0.075000,0.103051,0.127610,0.103259,0.095827
0.727273,0.112903,0.190645,0.109740,0.000000,0.200000,0.112655,0.141821,0.112946,0.074858
0.727273,0.112903,0.190645,0.126623,0.030303,0.225000,0.122825,0.141821,0.123152,0.074858
0.727273,0.064516,0.199645,0.135714,0.000000,0.300000,0.189040,0.219299,0.189493,0.037953
0.727273,0.112903,0.190645,0.152597,0.000000,0.300000,0.138079,0.141821,0.138462,0.074858
0.727273,0.112903,0.208634,0.152597,0.000000,0.300000,0.138192,0.152668,0.138462,0.074858
0.727273,0.145161,0.181656,0.194805,0.000000,0.350000,0.133785,0.110184,0.134208,0.099602
0.727273,0.112903,0.185251,0.211688,0.060606,0.400000,0.173785,0.138567,0.174184,0.074858
0.727273,0.145161,0.262590,0.279221,0.030303,0.400000,0.176497,0.150860,0.176735,0.099602
0.727273,0.112903,0.226623,0.211688,0.000000,0.425000,0.173898,0.163515,0.174184,0.074858
0.727273,0.080645,0.223016,0.192208,0.030303,0.400000,0.206328,0.206902,0.206718,0.050325
0.818182,0.080645,0.235612,0.152597,0.000000,0.375000,0.187684,0.230351,0.187992,0.044663
0.727273,0.112903,0.221218,0.152597,0.000000,0.400000,0.138192,0.160261,0.138462,0.074858
0.727273,0.112903,0.280580,0.237013,0.000000,0.375000,0.189266,0.196055,0.189493,0.074858
0.727273,0.032258,0.280580,0.194805,0.000000,0.075000,0.342147,0.412993,0.342589,0.013210
0.727273,0.145161,0.199645,0.237013,0.000000,0.100000,0.155141,0.119223,0.155473,0.099602
0.727273,0.112903,0.181656,0.140260,0.000000,0.100000,0.130960,0.136398,0.131317,0.074858
0.727273,0.080645,0.181656,0.152597,0.030303,0.125000,0.176271,0.175717,0.176735,0.050325
0.727273,0.145161,0.201443,0.194805,0.000000,0.100000,0.133898,0.120127,0.134208,0.099602
0.727273,0.112903,0.199645,0.133117,0.000000,0.075000,0.126441,0.147244,0.126724,0.074858
0.636364,0.145161,0.298557,0.262338,0.181818,0.175000,0.157401,0.157772,0.157472,0.108828
0.727273,0.112903,0.244601,0.237013,0.090909,0.175000,0.189153,0.174362,0.189493,0.074858
0.363636,0.193548,0.514382,0.661039,0.484848,0.525000,0.219887,0.161601,0.219512,0.193542
0.636364,0.161290,0.478415,0.491558,0.545455,0.475000,0.244294,0.222559,0.243989,0.122038
0.545455,0.112903,0.496404,0.533766,0.454545,0.300000,0.323277,0.285382,0.323077,0.091424
0.363636,0.112903,0.478415,0.322078,0.545455,0.550000,0.180791,0.236253,0.180488,0.112812
0.545455,0.048387,0.496404,0.559091,0.484848,0.575000,0.570508,0.489559,0.570732,0.035437
0.636364,0.032258,0.370503,0.126623,0.484848,0.475000,0.244746,0.489559,0.244728,0.017194
0.545455,0.145161,0.226623,0.262338,0.454545,0.125000,0.146441,0.114704,0.146717,0.119312
0.636364,0.064516,0.244601,0.237013,0.000000,0.250000,0.259435,0.241631,0.259824,0.043405
0.727273,0.080645,0.334536,0.152597,0.000000,0.300000,0.176723,0.290965,0.176735,0.050325
0.636364,0.064516,0.280580,0.237013,0.000000,0.275000,0.259548,0.270799,0.259824,0.043405
0.636364,0.096774,0.298557,0.322078,0.000000,0.150000,0.251977,0.217323,0.252200,0.069616
1.000000,0.112903,0.244601,0.067532,0.000000,0.200000,0.105311,0.208816,0.105441,0.056406
0.818182,0.112903,0.226623,0.220130,0.000000,0.250000,0.190395,0.174362,0.190694,0.068148
0.727273,0.080645,0.262590,0.194805,0.000000,0.225000,0.208362,0.236731,0.208630,0.050325
0.818182,0.112903,0.296759,0.211688,0.030303,0.250000,0.185198,0.219153,0.185291,0.068148
1.000000,0.112903,0.298557,0.237013,0.000000,0.275000,0.225311,0.247099,0.225516,0.056406
0.818182,0.112903,0.244601,0.126623,0.000000,0.300000,0.131073,0.185846,0.131257,0.068148
0.818182,0.112903,0.280580,0.194805,0.000000,0.275000,0.174350,0.208816,0.174484,0.068148
0.818182,0.064516,0.280580,0.152597,0.000000,0.250000,0.216723,0.307259,0.216940,0.033131
0.818182,0.112903,0.406470,0.152597,0.000000,0.075000,0.147684,0.289211,0.147467,0.068148
1.000000,0.080645,0.307558,0.141558,0.030303,0.125000,0.200565,0.322070,0.200750,0.035437
1.000000,0.080645,0.253601,0.109740,0.000000,0.100000,0.172768,0.274217,0.172983,0.035437
1.000000,0.129032,0.312951,0.126623,0.000000,0.075000,0.132655,0.232018,0.132731,0.066890
0.909091,0.129032,0.185251,0.126623,0.000000,0.100000,0.124972,0.141125,0.125361,0.072971
1.000000,0.161290,0.190645,0.114935,0.000000,0.075000,0.103277,0.126360,0.103595,0.087859
1.000000,0.080645,0.182732,0.067532,0.000000,0.075000,0.135141,0.211369,0.135460,0.035437
0.909091,0.145161,0.262590,0.152597,0.000000,0.050000,0.127797,0.171065,0.127955,0.084085
0.818182,0.145161,0.316546,0.322078,0.272727,0.300000,0.210395,0.189675,0.210507,0.091424
0.545455,0.161290,0.298557,0.322078,0.242424,0.300000,0.158418,0.133723,0.158550,0.133361
0.818182,0.112903,0.244601,0.194805,0.000000,0.075000,0.174237,0.185846,0.174484,0.068148
0.727273,0.080645,0.280580,0.152597,0.000000,0.200000,0.176610,0.250290,0.176735,0.050325
0.818182,0.145161,0.172667,0.135714,0.000000,0.075000,0.111073,0.113109,0.111445,0.091424
0.909091,0.129032,0.208634,0.220130,0.060606,0.100000,0.182034,0.155452,0.182397,0.072971
0.818182,0.112903,0.190645,0.169481,0.000000,0.075000,0.157853,0.151392,0.158274,0.068148
0.909091,0.112903,0.190645,0.152597,0.000000,0.050000,0.156045,0.160962,0.156473,0.061858
1.000000,0.080645,0.208634,0.115584,0.151515,0.225000,0.177853,0.234338,0.178236,0.035437
0.909091,0.112903,0.241005,0.211688,0.030303,0.125000,0.196045,0.194907,0.196398,0.061858
0.909091,0.112903,0.226623,0.152597,0.000000,0.100000,0.156158,0.185208,0.156473,0.061858
0.727273,0.016129,0.280580,0.203247,0.030303,0.050000,0.444068,0.521461,0.444653,0.000839
0.818182,0.032258,0.316546,0.237013,0.000000,0.100000,0.417175,0.484455,0.417636,0.009855
0.909091,0.080645,0.235612,0.152597,0.000000,0.100000,0.198870,0.244308,0.199250,0.039841
0.545455,0.129032,0.275174,0.277273,0.060606,0.125000,0.168136,0.150521,0.168345,0.105263
0.636364,0.096774,0.298557,0.194805,0.000000,0.100000,0.171977,0.217323,0.172149,0.069616
1.000000,0.080645,0.280580,0.152597,0.000000,0.100000,0.210282,0.298144,0.210507,0.035437
1.000000,0.096774,0.224826,0.138961,0.000000,0.125000,0.174463,0.218742,0.174817,0.045922
0.818182,0.080645,0.228421,0.152597,0.000000,0.150000,0.187684,0.224608,0.187992,0.044663
0.909091,0.032258,0.298557,0.131818,0.000000,0.125000,0.299887,0.488283,0.300203,0.006710
0.818182,0.112903,0.190645,0.169481,0.000000,0.025000,0.157853,0.151392,0.158274,0.068148
0.909091,0.080645,0.226623,0.135714,0.000000,0.125000,0.184633,0.236731,0.184991,0.039841
0.545455,0.129032,0.262590,0.237013,0.030303,0.125000,0.148927,0.144431,0.149103,0.105263
0.545455,0.145161,0.262590,0.279221,0.000000,0.125000,0.154011,0.130655,0.154221,0.119312
0.636364,0.112903,0.334536,0.394805,0.151515,0.300000,0.266667,0.213921,0.266822,0.082617
0.454545,0.129032,0.417268,0.508442,0.393939,0.425000,0.260565,0.203248,0.260446,0.116377
0.727273,0.145161,0.226623,0.135714,0.000000,0.125000,0.104181,0.132782,0.104441,0.099602
0.727273,0.112903,0.244601,0.152597,0.000000,0.150000,0.138305,0.174362,0.138462,0.074858
0.545455,0.080645,0.406470,0.253896,0.303030,0.450000,0.221808,0.302131,0.221764,0.063326
0.636364,0.080645,0.568350,0.364286,0.303030,0.450000,0.315932,0.438515,0.315572,0.056406
0.454545,0.096774,0.586328,0.135714,0.606061,0.550000,0.116836,0.346352,0.116116,0.086391
0.545455,0.112903,0.586328,0.237013,0.484848,0.500000,0.166102,0.333236,0.165478,0.091424
0.545455,0.112903,0.496404,0.152597,0.606061,0.625000,0.120904,0.285382,0.120450,0.091424
0.545455,0.112903,0.550361,0.322078,0.515152,0.525000,0.210960,0.314095,0.210507,0.091424
0.545455,0.112903,0.496404,0.322078,0.484848,0.575000,0.210847,0.285382,0.210507,0.091424
0.545455,0.080645,0.550361,0.322078,0.454545,0.575000,0.267232,0.397839,0.266792,0.063326
0.454545,0.080645,0.568350,0.448701,0.212121,0.375000,0.327232,0.381090,0.326829,0.071294
0.545455,0.080645,0.496404,0.448701,0.454545,0.500000,0.351412,0.361949,0.351220,0.063326
0.545455,0.080645,0.514382,0.483117,0.515152,0.575000,0.373898,0.373912,0.373734,0.063326
0.454545,0.112903,0.604317,0.491558,0.636364,0.675000,0.280113,0.318561,0.279550,0.101279
0.454545,0.112903,0.424459,0.203247,0.636364,0.625000,0.136949,0.229234,0.136660,0.101279
0.636364,0.145161,0.456830,0.253896,0.696970,0.675000,0.153785,0.232637,0.153471,0.108828
0.545455,0.112903,0.442448,0.194805,0.636364,0.625000,0.143277,0.256670,0.142964,0.091424
0.636364,0.080645,0.442448,0.126623,0.484848,0.600000,0.147797,0.349188,0.147467,0.056406
0.636364,0.096774,0.550361,0.211688,0.666667,0.675000,0.183390,0.376127,0.182823,0.069616
0.727273,0.080645,0.334536,0.033766,0.000000,0.125000,0.087571,0.290965,0.087430,0.050325
0.636364,0.096774,0.514382,0.050649,0.666667,0.600000,0.082034,0.353442,0.081426,0.069616
0.545455,0.096774,0.496404,0.152597,0.636364,0.625000,0.135932,0.319412,0.135460,0.077375
0.545455,0.112903,0.532371,0.194805,0.666667,0.675000,0.143503,0.304524,0.142964,0.091424
0.545455,0.048387,0.622306,0.194805,0.666667,0.675000,0.248701,0.601218,0.248030,0.035437
0.545455,0.080645,0.640284,0.322078,0.636364,0.725000,0.267458,0.457656,0.266792,0.063326
0.545455,0.064516,0.604317,0.322078,0.666667,0.725000,0.307458,0.498674,0.306996,0.049486
0.545455,0.080645,0.676263,0.406494,0.666667,0.750000,0.323729,0.481583,0.323077,0.063326
0.545455,0.129032,0.694240,0.575974,0.636364,0.700000,0.313559,0.353248,0.312844,0.105263
0.363636,0.112903,0.604317,0.109740,0.848485,0.600000,0.083729,0.294315,0.082927,0.112812
0.454545,0.112903,0.532371,0.152597,0.848485,0.825000,0.112090,0.282830,0.111445,0.101279
0.363636,0.274194,0.496404,0.144156,0.909091,0.775000,0.042599,0.111833,0.041951,0.274062
0.363636,0.274194,0.514382,0.169481,0.878788,0.775000,0.048475,0.115980,0.047805,0.274062
0.363636,0.225806,0.532371,0.237013,0.878788,0.850000,0.077853,0.145011,0.077187,0.225834
0.272727,0.193548,0.676263,0.406494,0.848485,0.875000,0.130395,0.193503,0.129456,0.213672
0.363636,0.112903,0.820142,0.406494,0.757576,0.800000,0.220678,0.393851,0.219512,0.112812
0.363636,0.354839,0.766186,0.703247,0.515152,0.625000,0.134802,0.135058,0.133659,0.354791
0.363636,0.193548,0.793164,0.575974,0.606061,0.700000,0.194689,0.247312,0.193495,0.193542
0.363636,0.112903,0.802153,0.618831,0.515152,0.625000,0.318079,0.385557,0.317073,0.112812
0.363636,0.193548,0.820142,0.703247,0.727273,0.775000,0.233672,0.255607,0.232519,0.193542
0.272727,0.193548,0.811153,0.661039,0.878788,0.825000,0.202712,0.231786,0.201501,0.213672
0.363636,0.193548,0.802153,0.661039,0.787879,0.725000,0.220678,0.250077,0.219512,0.193542
0.272727,0.145161,0.892088,0.491558,0.636364,0.875000,0.196949,0.323666,0.195497,0.161250
0.272727,0.193548,0.838131,0.618831,0.696970,0.775000,0.190734,0.239443,0.189493,0.213672
0.272727,0.112903,0.856109,0.575974,0.757576,0.850000,0.274802,0.377262,0.273546,0.126232
0.545455,0.145161,0.838131,0.661039,0.727273,0.800000,0.324181,0.385876,0.323077,0.119312
0.363636,0.354839,0.730219,0.109740,0.848485,0.825000,0.025650,0.128422,0.024390,0.354791
0.363636,0.354839,0.676263,0.237013,0.787879,0.800000,0.048927,0.118468,0.047805,0.354791
0.363636,0.274194,0.712229,0.406494,0.818182,0.875000,0.103503,0.161601,0.102439,0.274062
0.363636,0.193548,0.802153,0.508442,0.848485,0.825000,0.173898,0.250077,0.172683,0.193542
0.363636,0.193548,0.820142,0.491558,0.545455,0.625000,0.168701,0.255607,0.167481,0.193542
0.454545,0.241935,0.892088,0.575974,0.606061,0.650000,0.173559,0.247099,0.172149,0.221220
0.363636,0.129032,0.874098,0.592857,0.787879,0.750000,0.277514,0.378770,0.276275,0.128958
0.363636,0.193548,0.874098,0.703247,0.757576,0.800000,0.233785,0.272196,0.232519,0.193542
0.545455,0.193548,0.892088,0.745455,0.666667,0.750000,0.286893,0.323666,0.285553,0.161250
0.000000,0.145161,0.640284,0.237013,0.696970,0.800000,0.076384,0.170533,0.075422,0.231076
0.545455,0.193548,0.784175,0.533766,0.727273,0.800000,0.211638,0.285382,0.210507,0.161250
0.818182,0.193548,0.766186,0.491558,0.636364,0.700000,0.238531,0.338979,0.237523,0.126232
0.545455,0.145161,0.820142,0.830519,0.818182,0.875000,0.399096,0.377900,0.398124,0.119312
0.454545,0.193548,0.838131,0.745455,0.787879,0.850000,0.266667,0.282830,0.265540,0.176138
0.545455,0.177419,0.784175,0.677922,0.757576,0.800000,0.282260,0.307259,0.281264,0.147201
0.545455,0.177419,0.807558,0.677922,0.757576,0.800000,0.282373,0.316146,0.281264,0.147201
0.545455,0.145161,0.820142,0.830519,0.696970,0.800000,0.399096,0.377900,0.398124,0.119312
0.545455,0.145161,0.838131,0.677922,0.727273,0.725000,0.331638,0.385876,0.330582,0.119312
0.545455,0.145161,0.748196,0.364286,0.727273,0.800000,0.192768,0.345997,0.191745,0.119312
0.545455,0.193548,0.712229,0.491558,0.787879,0.825000,0.196497,0.259860,0.195497,0.161250
0.545455,0.145161,0.784175,0.661039,0.787879,0.850000,0.324068,0.361949,0.323077,0.119312
0.636364,0.193548,0.730219,0.177922,0.787879,0.850000,0.092203,0.285382,0.091032,0.148249
0.636364,0.080645,0.802153,0.491558,0.909091,0.950000,0.406554,0.604408,0.405629,0.056406
0.636364,0.145161,0.748196,0.491558,0.818182,0.875000,0.266441,0.370456,0.265540,0.108828
0.545455,0.193548,0.550361,0.194805,0.727273,0.700000,0.091073,0.202436,0.090432,0.161250
0.545455,0.112903,0.586328,0.152597,0.696970,0.725000,0.121130,0.333236,0.120450,0.091424
0.636364,0.145161,0.640284,0.169481,0.333333,0.375000,0.114350,0.319412,0.113447,0.108828
0.545455,0.145161,0.748196,0.406494,0.878788,0.950000,0.211525,0.345997,0.210507,0.119312
0.545455,0.112903,0.820142,0.745455,0.909091,0.925000,0.436497,0.457656,0.435647,0.091424
0.545455,0.112903,0.820142,0.728571,0.727273,0.800000,0.427571,0.457656,0.426642,0.091424
0.545455,0.193548,0.838131,0.745455,0.818182,0.850000,0.286667,0.304524,0.285553,0.161250
0.545455,0.435484,0.550361,0.237013,0.878788,0.775000,0.046102,0.090777,0.045403,0.370937
0.818182,0.516129,0.676263,0.830519,0.909091,1.000000,0.156045,0.116937,0.155185,0.359195
0.545455,0.225806,0.775174,0.466234,0.727273,0.775000,0.163955,0.246537,0.162831,0.189138
0.727273,0.274194,0.784175,0.728571,0.818182,0.875000,0.236497,0.239443,0.235422,0.198155
0.727273,0.274194,0.892088,0.830519,0.909091,0.950000,0.267345,0.271983,0.266041,0.198155
0.818182,0.274194,0.964033,0.610390,0.878788,0.900000,0.213898,0.312181,0.212308,0.184525
0.636364,0.274194,0.856109,0.830519,0.727273,0.775000,0.250734,0.244547,0.249531,0.213672
0.454545,0.080645,0.964033,0.508442,0.909091,0.950000,0.364972,0.626740,0.363602,0.071294
0.636364,0.145161,0.730219,0.322078,0.848485,0.775000,0.186554,0.361949,0.185492,0.108828
0.636364,0.112903,0.766186,0.788312,0.818182,0.850000,0.490282,0.458932,0.489681,0.082617
0.636364,0.145161,0.658273,0.448701,0.757576,0.825000,0.246215,0.327919,0.245529,0.108828
0.636364,0.145161,0.730219,0.830519,0.696970,0.775000,0.426328,0.361949,0.425642,0.108828
0.636364,0.112903,0.820142,0.830519,0.848485,0.925000,0.514463,0.489559,0.513696,0.082617
0.636364,0.145161,0.766186,0.745455,0.818182,0.875000,0.386441,0.378964,0.385615,0.108828
0.545455,0.161290,0.730219,0.830519,0.696970,0.775000,0.367119,0.310414,0.366373,0.133361
0.545455,0.145161,0.802153,0.703247,0.787879,0.825000,0.342825,0.369924,0.341839,0.119312
0.545455,0.145161,0.766186,0.661039,0.757576,0.825000,0.323955,0.353973,0.323077,0.119312
0.636364,0.112903,0.784175,0.703247,0.848485,0.850000,0.442373,0.469141,0.441651,0.082617
0.636364,0.096774,0.820142,0.830519,0.848485,0.900000,0.573107,0.546275,0.572401,0.069616
0.272727,0.145161,0.874098,0.203247,0.969697,0.925000,0.094915,0.317285,0.093433,0.161250
0.272727,0.193548,0.640284,0.364286,0.818182,0.700000,0.118305,0.183294,0.117448,0.213672
0.363636,0.145161,0.856109,0.618831,0.787879,0.775000,0.263051,0.338553,0.261788,0.145104
0.545455,0.048387,0.838131,0.406494,0.818182,0.800000,0.436610,0.792633,0.435647,0.035437
0.636364,0.145161,0.676263,0.364286,0.818182,0.875000,0.206328,0.336427,0.205502,0.108828
0.636364,0.193548,0.712229,0.661039,0.848485,0.900000,0.274350,0.278576,0.273546,0.148249
0.545455,0.129032,0.820142,0.830519,0.818182,0.850000,0.436497,0.414153,0.435647,0.105263
0.636364,0.193548,0.739208,0.661039,0.787879,0.800000,0.274463,0.288785,0.273546,0.148249
0.727273,0.274194,0.712229,0.575974,0.757576,0.700000,0.190395,0.217749,0.189493,0.198155
0.636364,0.064516,0.811153,0.279221,0.757576,0.725000,0.295141,0.701028,0.294130,0.043405
0.363636,0.112903,0.964033,0.237013,0.757576,0.700000,0.143164,0.460209,0.141463,0.112812
0.545455,0.193548,0.640284,0.237013,0.818182,0.700000,0.106328,0.234338,0.105441,0.161250
0.636364,0.145161,0.640284,0.109740,0.757576,0.700000,0.086328,0.319412,0.085427,0.108828
0.545455,0.193548,0.604317,0.237013,0.818182,0.800000,0.106215,0.221577,0.105441,0.161250
0.545455,0.112903,0.820142,0.745455,0.818182,0.875000,0.436497,0.457656,0.435647,0.091424
0.545455,0.112903,0.766186,0.745455,0.848485,0.875000,0.436384,0.428944,0.435647,0.091424
0.545455,0.161290,0.784175,0.661039,0.848485,0.875000,0.298079,0.332500,0.297099,0.133361
0.545455,0.161290,0.784175,0.618831,0.787879,0.800000,0.280791,0.332500,0.279781,0.133361
0.636364,0.193548,0.568350,0.237013,0.818182,0.775000,0.114124,0.224130,0.113447,0.148249
0.636364,0.112903,0.676263,0.491558,0.818182,0.800000,0.322260,0.407888,0.321576,0.082617
0.636364,0.145161,0.694240,0.491558,0.787879,0.800000,0.266328,0.344934,0.265540,0.108828
0.545455,0.112903,0.694240,0.661039,0.727273,0.750000,0.391186,0.390661,0.390619,0.091424
0.636364,0.112903,0.730219,0.661039,0.818182,0.775000,0.418305,0.438515,0.417636,0.082617
0.636364,0.145161,0.694240,0.661039,0.757576,0.800000,0.346215,0.344934,0.345591,0.108828
0.636364,0.193548,0.694240,0.575974,0.757576,0.775000,0.242373,0.271771,0.241525,0.148249
0.636364,0.193548,0.604317,0.220130,0.727273,0.650000,0.107797,0.237741,0.107041,0.148249
0.545455,0.354839,0.496404,0.237013,0.727273,0.675000,0.057966,0.101624,0.057411,0.301111
0.545455,0.193548,0.640284,0.575974,0.696970,0.700000,0.226215,0.234338,0.225516,0.161250
0.636364,0.193548,0.586328,0.533766,0.787879,0.775000,0.226102,0.230936,0.225516,0.148249
0.454545,0.112903,0.676263,0.661039,0.636364,0.675000,0.364181,0.354292,0.363602,0.101279
0.545455,0.274194,0.820142,0.406494,0.939394,0.925000,0.121808,0.218387,0.120450,0.231076
0.636364,0.112903,0.820142,0.448701,0.757576,0.775000,0.298644,0.489559,0.297561,0.082617
0.636364,0.064516,0.820142,0.830519,0.696970,0.700000,0.740565,0.708319,0.740125,0.043405
0.545455,0.112903,0.802153,0.661039,0.818182,0.825000,0.391525,0.448086,0.390619,0.091424
0.636364,0.032258,0.820142,0.661039,0.757576,0.800000,0.850169,1.000000,0.849906,0.017194
0.545455,0.112903,0.856109,0.491558,0.787879,0.800000,0.301695,0.476798,0.300563,0.091424
0.545455,0.112903,0.838131,0.745455,0.787879,0.775000,0.436610,0.467227,0.435647,0.091424
0.545455,0.096774,0.802153,0.745455,0.848485,0.825000,0.486441,0.500193,0.485680,0.077375
0.636364,0.161290,0.856109,0.914935,0.848485,0.850000,0.429718,0.387471,0.428719,0.122038
0.545455,0.112903,0.856109,0.745455,0.787879,0.800000,0.436610,0.476798,0.435647,0.091424
0.636364,0.112903,0.820142,0.618831,0.878788,0.875000,0.394576,0.489559,0.393621,0.082617
0.636364,0.112903,0.856109,0.635714,0.878788,0.875000,0.404294,0.509977,0.403227,0.082617
0.636364,0.354839,0.640284,0.067532,0.909091,0.675000,0.024746,0.142459,0.023790,0.279304
