estimator,n_estimators,learning_rate,base_max_depth,base_min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
adaboost,500,0.05,3,1,0.7,0.15,0.15,837,180,180,0.9922079671033478,0.984079324560287,0.0008696990529538843,0.029490660436041174,0.02353642284724817,0.9898738668810988,0.9779745531771683,0.0013363383982348746,0.03655596255380064,0.02779356378436807,0.9908842622076136,0.9816878419194606,0.001025729844905435,0.03202701742131844,0.024488659938854327
adaboost,500,0.05,3,1,0.6,0.2,0.2,717,240,240,0.9933915376559176,0.9866739575818664,0.000732150813991034,0.027058285496147645,0.021446871534287485,0.9931248890189562,0.985905829226818,0.0008084581267100097,0.028433398085877984,0.022760868223986614,0.992833753756191,0.9856849012518907,0.0008072300038149023,0.028411793393147543,0.021737935553303566
adaboost,500,0.05,3,1,0.7,0.1,0.2,837,120,240,0.9933071391896883,0.9865420568196601,0.0007373716243567375,0.027154587537960094,0.021693183126827973,0.9936197210323647,0.9864840419997278,0.0008191573642073087,0.02862092528565959,0.02222995320136474,0.9929985594735518,0.9860074860679778,0.0007890394103092124,0.028089845323696825,0.02150641660102992
