CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.818182,0.228421,0.152597,0.0,0.15,0.187992,0.044663
0.909091,0.298557,0.131818,0.0,0.125,0.300203,0.00671
0.818182,0.190645,0.169481,0.0,0.025,0.158274,0.068148
0.909091,0.226623,0.135714,0.0,0.125,0.184991,0.039841
0.545455,0.26259,0.237013,0.030303,0.125,0.149103,0.105263
0.545455,0.26259,0.279221,0.0,0.125,0.154221,0.119312
0.636364,0.334536,0.394805,0.151515,0.3,0.266822,0.082617
0.454545,0.417268,0.508442,0.393939,0.425,0.260446,0.116377
0.727273,0.226623,0.135714,0.0,0.125,0.104441,0.099602
0.727273,0.244601,0.152597,0.0,0.15,0.138462,0.074858
0.545455,0.40647,0.253896,0.30303,0.45,0.221764,0.063326
0.636364,0.56835,0.364286,0.30303,0.45,0.315572,0.056406
0.454545,0.586328,0.135714,0.606061,0.55,0.116116,0.086391
0.545455,0.586328,0.237013,0.484848,0.5,0.165478,0.091424
0.545455,0.496404,0.152597,0.606061,0.625,0.12045,0.091424
0.545455,0.550361,0.322078,0.515152,0.525,0.210507,0.091424
0.545455,0.496404,0.322078,0.484848,0.575,0.210507,0.091424
0.545455,0.550361,0.322078,0.454545,0.575,0.266792,0.063326
0.454545,0.56835,0.448701,0.212121,0.375,0.326829,0.071294
0.545455,0.496404,0.448701,0.454545,0.5,0.35122,0.063326
0.545455,0.514382,0.483117,0.515152,0.575,0.373734,0.063326
0.454545,0.604317,0.491558,0.636364,0.675,0.27955,0.101279
0.454545,0.424459,0.203247,0.636364,0.625,0.13666,0.101279
0.636364,0.45683,0.253896,0.69697,0.675,0.153471,0.108828
0.545455,0.442448,0.194805,0.636364,0.625,0.142964,0.091424
0.636364,0.442448,0.126623,0.484848,0.6,0.147467,0.056406
0.636364,0.550361,0.211688,0.666667,0.675,0.182823,0.069616
0.727273,0.334536,0.033766,0.0,0.125,0.08743,0.050325
0.636364,0.514382,0.050649,0.666667,0.6,0.081426,0.069616
0.545455,0.496404,0.152597,0.636364,0.625,0.13546,0.077375
0.545455,0.532371,0.194805,0.666667,0.675,0.142964,0.091424
0.545455,0.622306,0.194805,0.666667,0.675,0.24803,0.035437
0.545455,0.640284,0.322078,0.636364,0.725,0.266792,0.063326
0.545455,0.604317,0.322078,0.666667,0.725,0.306996,0.049486
0.545455,0.676263,0.406494,0.666667,0.75,0.323077,0.063326
0.545455,0.69424,0.575974,0.636364,0.7,0.312844,0.105263
0.363636,0.604317,0.10974,0.848485,0.6,0.082927,0.112812
0.454545,0.532371,0.152597,0.848485,0.825,0.111445,0.101279
0.363636,0.496404,0.144156,0.909091,0.775,0.041951,0.274062
0.363636,0.514382,0.169481,0.878788,0.775,0.047805,0.274062
0.363636,0.532371,0.237013,0.878788,0.85,0.077187,0.225834
0.272727,0.676263,0.406494,0.848485,0.875,0.129456,0.213672
0.363636,0.820142,0.406494,0.757576,0.8,0.219512,0.112812
0.363636,0.766186,0.703247,0.515152,0.625,0.133659,0.354791
0.363636,0.793164,0.575974,0.606061,0.7,0.193495,0.193542
0.363636,0.802153,0.618831,0.515152,0.625,0.317073,0.112812
0.363636,0.820142,0.703247,0.727273,0.775,0.232519,0.193542
0.272727,0.811153,0.661039,0.878788,0.825,0.201501,0.213672
0.363636,0.802153,0.661039,0.787879,0.725,0.219512,0.193542
0.272727,0.892088,0.491558,0.636364,0.875,0.195497,0.16125
0.272727,0.838131,0.618831,0.69697,0.775,0.189493,0.213672
0.272727,0.856109,0.575974,0.757576,0.85,0.273546,0.126232
0.545455,0.838131,0.661039,0.727273,0.8,0.323077,0.119312
0.363636,0.730219,0.10974,0.848485,0.825,0.02439,0.354791
0.363636,0.676263,0.237013,0.787879,0.8,0.047805,0.354791
0.363636,0.712229,0.406494,0.818182,0.875,0.102439,0.274062
0.363636,0.802153,0.508442,0.848485,0.825,0.172683,0.193542
0.363636,0.820142,0.491558,0.545455,0.625,0.167481,0.193542
0.454545,0.892088,0.575974,0.606061,0.65,0.172149,0.22122
0.363636,0.874098,0.592857,0.787879,0.75,0.276275,0.128958
0.363636,0.874098,0.703247,0.757576,0.8,0.232519,0.193542
0.545455,0.892088,0.745455,0.666667,0.75,0.285553,0.16125
0.0,0.640284,0.237013,0.69697,0.8,0.075422,0.231076
0.545455,0.784175,0.533766,0.727273,0.8,0.210507,0.16125
0.818182,0.766186,0.491558,0.636364,0.7,0.237523,0.126232
0.545455,0.820142,0.830519,0.818182,0.875,0.398124,0.119312
0.454545,0.838131,0.745455,0.787879,0.85,0.26554,0.176138
0.545455,0.784175,0.677922,0.757576,0.8,0.281264,0.147201
0.545455,0.807558,0.677922,0.757576,0.8,0.281264,0.147201
0.545455,0.820142,0.830519,0.69697,0.8,0.398124,0.119312
0.545455,0.838131,0.677922,0.727273,0.725,0.330582,0.119312
0.545455,0.748196,0.364286,0.727273,0.8,0.191745,0.119312
0.545455,0.712229,0.491558,0.787879,0.825,0.195497,0.16125
0.545455,0.784175,0.661039,0.787879,0.85,0.323077,0.119312
0.636364,0.730219,0.177922,0.787879,0.85,0.091032,0.148249
0.636364,0.802153,0.491558,0.909091,0.95,0.405629,0.056406
0.636364,0.748196,0.491558,0.818182,0.875,0.26554,0.108828
0.545455,0.550361,0.194805,0.727273,0.7,0.090432,0.16125
0.545455,0.586328,0.152597,0.69697,0.725,0.12045,0.091424
0.636364,0.640284,0.169481,0.333333,0.375,0.113447,0.108828
0.545455,0.748196,0.406494,0.878788,0.95,0.210507,0.119312
0.545455,0.820142,0.745455,0.909091,0.925,0.435647,0.091424
0.545455,0.820142,0.728571,0.727273,0.8,0.426642,0.091424
0.545455,0.838131,0.745455,0.818182,0.85,0.285553,0.16125
0.545455,0.550361,0.237013,0.878788,0.775,0.045403,0.370937
0.818182,0.676263,0.830519,0.909091,1.0,0.155185,0.359195
0.545455,0.775174,0.466234,0.727273,0.775,0.162831,0.189138
0.727273,0.784175,0.728571,0.818182,0.875,0.235422,0.198155
0.727273,0.892088,0.830519,0.909091,0.95,0.266041,0.198155
0.818182,0.964033,0.61039,0.878788,0.9,0.212308,0.184525
0.636364,0.856109,0.830519,0.727273,0.775,0.249531,0.213672
0.454545,0.964033,0.508442,0.909091,0.95,0.363602,0.071294
0.636364,0.730219,0.322078,0.848485,0.775,0.185492,0.108828
0.636364,0.766186,0.788312,0.818182,0.85,0.489681,0.082617
0.636364,0.658273,0.448701,0.757576,0.825,0.245529,0.108828
0.636364,0.730219,0.830519,0.69697,0.775,0.425642,0.108828
0.636364,0.820142,0.830519,0.848485,0.925,0.513696,0.082617
0.636364,0.766186,0.745455,0.818182,0.875,0.385615,0.108828
0.545455,0.730219,0.830519,0.69697,0.775,0.366373,0.133361
0.545455,0.802153,0.703247,0.787879,0.825,0.341839,0.119312
0.545455,0.766186,0.661039,0.757576,0.825,0.323077,0.119312
0.636364,0.784175,0.703247,0.848485,0.85,0.441651,0.082617
0.636364,0.820142,0.830519,0.848485,0.9,0.572401,0.069616
0.272727,0.874098,0.203247,0.969697,0.925,0.093433,0.16125
0.272727,0.640284,0.364286,0.818182,0.7,0.117448,0.213672
0.363636,0.856109,0.618831,0.787879,0.775,0.261788,0.145104
0.545455,0.838131,0.406494,0.818182,0.8,0.435647,0.035437
0.636364,0.676263,0.364286,0.818182,0.875,0.205502,0.108828
0.636364,0.712229,0.661039,0.848485,0.9,0.273546,0.148249
0.545455,0.820142,0.830519,0.818182,0.85,0.435647,0.105263
0.636364,0.739208,0.661039,0.787879,0.8,0.273546,0.148249
0.727273,0.712229,0.575974,0.757576,0.7,0.189493,0.198155
0.636364,0.811153,0.279221,0.757576,0.725,0.29413,0.043405
0.363636,0.964033,0.237013,0.757576,0.7,0.141463,0.112812
0.545455,0.640284,0.237013,0.818182,0.7,0.105441,0.16125
0.636364,0.640284,0.10974,0.757576,0.7,0.085427,0.108828
0.545455,0.604317,0.237013,0.818182,0.8,0.105441,0.16125
0.545455,0.820142,0.745455,0.818182,0.875,0.435647,0.091424
0.545455,0.766186,0.745455,0.848485,0.875,0.435647,0.091424
0.545455,0.784175,0.661039,0.848485,0.875,0.297099,0.133361
0.545455,0.784175,0.618831,0.787879,0.8,0.279781,0.133361
0.636364,0.56835,0.237013,0.818182,0.775,0.113447,0.148249
0.636364,0.676263,0.491558,0.818182,0.8,0.321576,0.082617
0.636364,0.69424,0.491558,0.787879,0.8,0.26554,0.108828
0.545455,0.69424,0.661039,0.727273,0.75,0.390619,0.091424
0.636364,0.730219,0.661039,0.818182,0.775,0.417636,0.082617
0.636364,0.69424,0.661039,0.757576,0.8,0.345591,0.108828
0.636364,0.69424,0.575974,0.757576,0.775,0.241525,0.148249
0.636364,0.604317,0.22013,0.727273,0.65,0.107041,0.148249
0.545455,0.496404,0.237013,0.727273,0.675,0.057411,0.301111
0.545455,0.640284,0.575974,0.69697,0.7,0.225516,0.16125
0.636364,0.586328,0.533766,0.787879,0.775,0.225516,0.148249
0.454545,0.676263,0.661039,0.636364,0.675,0.363602,0.101279
0.545455,0.820142,0.406494,0.939394,0.925,0.12045,0.231076
0.636364,0.820142,0.448701,0.757576,0.775,0.297561,0.082617
0.636364,0.820142,0.830519,0.69697,0.7,0.740125,0.043405
0.545455,0.802153,0.661039,0.818182,0.825,0.390619,0.091424
0.636364,0.820142,0.661039,0.757576,0.8,0.849906,0.017194
0.545455,0.856109,0.491558,0.787879,0.8,0.300563,0.091424
0.545455,0.838131,0.745455,0.787879,0.775,0.435647,0.091424
0.545455,0.802153,0.745455,0.848485,0.825,0.48568,0.077375
0.636364,0.856109,0.914935,0.848485,0.85,0.428719,0.122038
0.545455,0.856109,0.745455,0.787879,0.8,0.435647,0.091424
0.636364,0.820142,0.618831,0.878788,0.875,0.393621,0.082617
0.636364,0.856109,0.635714,0.878788,0.875,0.403227,0.082617
0.636364,0.640284,0.067532,0.909091,0.675,0.02379,0.279304
0.636364,0.604317,0.169481,0.787879,0.65,0.062214,0.213672
0.545455,0.618699,0.198052,0.787879,0.75,0.065066,0.231076
0.545455,0.807558,0.671429,0.787879,0.725,0.259137,0.16125
0.636364,0.784175,0.491558,0.787879,0.675,0.321576,0.082617
0.636364,0.820142,0.575974,0.818182,0.775,0.305567,0.108828
0.545455,0.877694,0.740909,0.787879,0.725,0.432946,0.091424
0.636364,0.838131,0.042208,1.0,0.825,0.053409,0.108828
0.545455,0.820142,0.169481,0.727273,0.7,0.081426,0.16125
0.636364,0.69424,0.322078,0.727273,0.7,0.145465,0.148249
0.545455,0.676263,0.237013,0.787879,0.725,0.105441,0.16125
0.636364,0.748196,0.406494,0.727273,0.725,0.177486,0.148249
0.636364,0.820142,0.491558,0.727273,0.725,0.321576,0.082617
0.545455,0.863844,0.42013,0.787879,0.8,0.332083,0.063326
0.454545,0.910065,0.237013,0.909091,0.9,0.153471,0.101279
0.545455,0.766186,0.491558,0.787879,0.775,0.111445,0.301111
0.545455,0.748196,0.575974,0.878788,0.85,0.129456,0.301111
0.545455,0.784175,0.575974,0.878788,0.825,0.165478,0.231076
0.545455,0.820142,0.830519,0.636364,0.65,0.315572,0.16125
0.636364,0.856109,1.0,0.484848,0.65,0.401627,0.148249
0.545455,0.910065,0.745455,0.69697,0.75,0.285553,0.16125
0.545455,0.892088,1.0,0.636364,0.65,0.37561,0.16125
0.636364,0.784175,0.237013,0.878788,0.75,0.040258,0.410359
0.545455,0.856109,0.575974,0.666667,0.7,0.129456,0.301111
0.636364,0.964033,0.618831,0.787879,0.775,0.495685,0.056406
0.545455,0.964033,1.0,0.787879,0.85,0.278049,0.231076
0.636364,1.0,0.745455,0.848485,0.875,0.585741,0.056406
0.545455,0.964033,1.0,0.848485,0.9,0.37561,0.16125
0.545455,0.856109,0.830519,1.0,0.925,0.260539,0.203187
0.545455,0.676263,0.745455,0.969697,0.85,0.13546,0.370937
0.636364,0.820142,0.661039,0.818182,0.775,0.158274,0.279304
0.545455,0.928054,0.914935,0.606061,0.7,0.345591,0.16125
0.636364,0.874098,0.406494,0.909091,0.825,0.100638,0.279304
0.636364,0.892088,0.745455,0.69697,0.725,0.225516,0.213672
0.636364,0.928054,0.830519,0.69697,0.775,0.513696,0.082617
0.636364,0.910065,0.830519,0.757576,0.8,0.249531,0.213672
0.636364,0.856109,0.745455,0.636364,0.65,0.305567,0.148249
0.545455,0.874098,0.830519,0.666667,0.7,0.233021,0.231076
0.636364,0.838131,0.881169,0.666667,0.725,0.542514,0.082617
0.636364,0.784175,0.237013,0.939394,0.775,0.113447,0.148249
0.818182,0.0,0.152597,0.787879,0.725,0.093433,0.126232
0.727273,0.784175,0.575974,0.909091,0.95,0.148668,0.260013
0.818182,0.676263,0.703247,0.727273,0.75,0.190694,0.242818
0.636364,0.712229,0.491558,0.757576,0.85,0.209507,0.148249
0.818182,0.69424,0.575974,0.727273,0.85,0.273546,0.126232
0.090909,0.136688,0.084416,0.030303,0.15,0.040399,0.203187
0.181818,0.190645,0.10974,0.030303,0.175,0.040399,0.237576
0.272727,0.145689,0.194805,0.030303,0.15,0.05953,0.248689
0.272727,0.118699,0.084416,0.060606,0.175,0.023102,0.318515
0.272727,0.136688,0.101299,0.121212,0.275,0.024663,0.335919
0.272727,0.172667,0.101299,0.121212,0.275,0.018618,0.405955
0.363636,0.154678,0.097403,0.181818,0.275,0.022049,0.354791
0.272727,0.172667,0.126623,0.181818,0.325,0.027653,0.353533
0.272727,0.170857,0.118182,0.212121,0.275,0.016585,0.475781
0.272727,0.199645,0.103896,0.212121,0.3,0.016627,0.440763
0.363636,0.172667,0.101299,0.212121,0.3,0.020056,0.387083
0.363636,0.190645,0.084416,0.272727,0.35,0.016027,0.403229
0.363636,0.188847,0.025325,0.393939,0.35,0.007045,0.387083
0.363636,0.217623,0.033766,0.424242,0.4,0.004878,0.467813
0.363636,0.223016,0.016883,0.393939,0.375,0.002441,0.467813
0.363636,0.226623,0.067532,0.424242,0.35,0.013241,0.403229
0.363636,0.226623,0.0,0.454545,0.375,0.0,0.467813
0.363636,0.244601,0.033766,0.424242,0.4,0.006178,0.435521
0.363636,0.230219,0.050649,0.454545,0.4,0.00878,0.435521
0.363636,0.26259,0.025325,0.424242,0.425,0.004878,0.435521
0.545455,0.28058,0.025325,0.212121,0.325,0.00788,0.370937
0.272727,0.298557,0.101299,0.212121,0.325,0.012383,0.510799
0.454545,0.284175,0.103896,0.181818,0.3,0.018308,0.41581
0.454545,0.28058,0.07013,0.242424,0.275,0.018179,0.340952
0.363636,0.28058,0.075974,0.30303,0.3,0.012683,0.435521
0.454545,0.28058,0.135714,0.30303,0.375,0.018987,0.475781
0.454545,0.253601,0.10974,0.363636,0.375,0.015385,0.475781
0.363636,0.253601,0.108442,0.272727,0.35,0.01383,0.499895
0.363636,0.248196,0.133117,0.30303,0.35,0.016252,0.516041
0.363636,0.239208,0.07013,0.272727,0.4,0.006775,0.548333
0.272727,0.271579,0.10974,0.333333,0.4,0.017528,0.440763
0.454545,0.289568,0.133117,0.272727,0.35,0.014469,0.55064
0.454545,0.298557,0.085714,0.484848,0.475,0.011212,0.490669
0.363636,0.28058,0.084416,0.484848,0.475,0.013983,0.435521
0.545455,0.284175,0.067532,0.454545,0.4,0.01038,0.454812
0.545455,0.282377,0.067532,0.424242,0.475,0.011854,0.426924
0.363636,0.273377,0.101299,0.545455,0.525,0.016585,0.435521
0.272727,0.337753,0.237662,0.454545,0.45,0.036941,0.440763
0.454545,0.352513,0.169481,0.363636,0.475,0.033396,0.370937
0.454545,0.334536,0.126623,0.272727,0.4,0.018741,0.460893
0.454545,0.352513,0.177922,0.424242,0.425,0.036731,0.356049
0.454545,0.343525,0.169481,0.515152,0.5,0.043836,0.296079
0.363636,0.334536,0.084416,0.454545,0.475,0.019707,0.354791
0.454545,0.379491,0.192208,0.454545,0.475,0.051653,0.280981
0.454545,0.356109,0.203247,0.484848,0.425,0.041402,0.356049
0.454545,0.298557,0.194805,0.484848,0.5,0.044203,0.326064
0.363636,0.363312,0.279221,0.454545,0.475,0.05561,0.354791
0.454545,0.334536,0.169481,0.454545,0.5,0.041402,0.310967
0.272727,0.379491,0.330519,0.424242,0.5,0.068872,0.335919
0.454545,0.440651,0.406494,0.333333,0.475,0.078757,0.356049
0.363636,0.467629,0.175974,0.272727,0.4,0.052734,0.258125
0.363636,0.514382,0.406494,0.393939,0.425,0.180488,0.145104
0.363636,0.465831,0.317532,0.333333,0.375,0.226831,0.08052
0.363636,0.462235,0.292208,0.212121,0.3,0.186993,0.096666
0.272727,0.491011,0.186364,0.272727,0.4,0.096708,0.143846
0.181818,0.325535,0.177922,0.424242,0.475,0.058011,0.237576
0.363636,0.408267,0.279221,0.515152,0.525,0.336585,0.032292
0.363636,0.446044,0.307143,0.393939,0.425,0.130356,0.16125
0.363636,0.478415,0.351299,0.424242,0.525,0.283623,0.064374
0.363636,0.496404,0.448701,0.424242,0.5,0.492683,0.032292
0.363636,0.478415,0.335714,0.454545,0.5,0.656585,0.0
0.363636,0.526872,0.575974,0.30303,0.4,0.297561,0.112812
0.363636,0.478415,0.496753,0.363636,0.375,0.444554,0.048438
0.363636,0.496404,0.508442,0.484848,0.525,0.266341,0.112812
0.363636,0.496404,0.433766,0.454545,0.5,0.293659,0.08052
0.363636,0.505393,0.637013,0.363636,0.425,0.665951,0.032292
0.363636,0.517989,0.542857,0.484848,0.475,0.579317,0.032292
0.272727,0.523383,0.555195,0.515152,0.475,0.26454,0.126232
0.272727,0.516192,0.488961,0.393939,0.4,0.344048,0.07381
0.363636,0.370503,0.423377,0.454545,0.45,0.106341,0.274062
0.272727,0.487404,0.488961,0.363636,0.45,0.344048,0.07381
0.363636,0.532371,0.237013,0.363636,0.4,0.245529,0.048438
0.272727,0.514382,0.533766,0.484848,0.575,0.323077,0.091424
0.272727,0.532371,0.533766,0.393939,0.45,0.435647,0.056406
0.272727,0.435245,0.205195,0.424242,0.4,0.078511,0.196268
0.363636,0.352513,0.194805,0.484848,0.4,0.099188,0.145104
0.272727,0.460426,0.330519,0.212121,0.275,0.189493,0.108828
0.363636,0.458628,0.211688,0.363636,0.4,0.116629,0.128958
0.363636,0.424459,0.5,0.454545,0.475,0.198499,0.16125
0.363636,0.494607,0.451299,0.484848,0.45,0.240195,0.112812
0.363636,0.476617,0.305195,0.484848,0.5,0.219512,0.08052
0.272727,0.442448,0.472727,0.545455,0.5,0.229598,0.126232
0.363636,0.464033,0.508442,0.454545,0.475,0.201501,0.16125
0.363636,0.465831,0.483117,0.242424,0.275,0.370035,0.064374
0.363636,0.487404,0.377273,0.515152,0.55,0.205854,0.112812
0.363636,0.442448,0.448701,0.484848,0.5,0.239024,0.112812
0.363636,0.388492,0.266883,0.515152,0.525,0.062529,0.306354
0.363636,0.442448,0.491558,0.515152,0.525,0.167481,0.193542
0.454545,0.442448,0.364286,0.454545,0.5,0.121333,0.206123
0.363636,0.460426,0.466234,0.484848,0.475,0.358886,0.064374
0.363636,0.478415,0.431818,0.545455,0.55,0.292683,0.08052
0.363636,0.45683,0.491558,0.545455,0.55,0.180488,0.177396
0.363636,0.478415,0.44026,0.515152,0.55,0.151871,0.193542
0.363636,0.460426,0.364286,0.484848,0.5,0.164227,0.145104
0.363636,0.469426,0.364286,0.424242,0.475,0.104606,0.241979
0.363636,0.496404,0.364286,0.515152,0.55,0.164227,0.145104
0.363636,0.478415,0.406494,0.545455,0.5,0.079024,0.354791
0.363636,0.478415,0.364286,0.484848,0.525,0.07122,0.354791
0.363636,0.40647,0.305195,0.545455,0.55,0.089432,0.241979
0.454545,0.440651,0.305195,0.575758,0.525,0.073072,0.296079
0.363636,0.40647,0.253896,0.575758,0.575,0.056627,0.322499
0.363636,0.45683,0.355844,0.545455,0.575,0.051221,0.467813
0.363636,0.478415,0.364286,0.515152,0.525,0.05691,0.435521
0.363636,0.460426,0.279221,0.515152,0.525,0.043902,0.435521
0.363636,0.478415,0.355844,0.515152,0.5,0.081153,0.306354
0.363636,0.424459,0.330519,0.515152,0.5,0.090116,0.258125
0.363636,0.334536,0.253896,0.606061,0.5,0.067317,0.274062
0.454545,0.338131,0.186364,0.606061,0.525,0.032997,0.400923
0.363636,0.307558,0.096104,0.575758,0.55,0.031024,0.274062
0.363636,0.374098,0.169481,0.515152,0.5,0.016585,0.596771
0.363636,0.408267,0.167532,0.575758,0.55,0.018023,0.564479
0.363636,0.298557,0.169481,0.545455,0.475,0.035317,0.354791
0.363636,0.316546,0.161039,0.545455,0.5,0.033756,0.354791
0.363636,0.320142,0.163636,0.545455,0.5,0.009315,0.774166
0.454545,0.370503,0.211688,0.575758,0.5,0.02424,0.55064
0.454545,0.402874,0.224675,0.575758,0.55,0.026855,0.535752
0.363636,0.460426,0.398052,0.545455,0.575,0.042927,0.596771
0.363636,0.451437,0.364286,0.484848,0.5,0.039024,0.596771
0.454545,0.447842,0.341558,0.484848,0.45,0.051971,0.445796
0.363636,0.402874,0.35974,0.515152,0.425,0.039901,0.580625
0.363636,0.354311,0.245455,0.515152,0.525,0.033852,0.483749
0.363636,0.352513,0.270779,0.515152,0.45,0.042603,0.435521
0.454545,0.402874,0.273377,0.515152,0.525,0.038559,0.475781
0.454545,0.381289,0.180519,0.515152,0.5,0.0195,0.565737
0.454545,0.298557,0.044156,0.545455,0.475,0.001795,0.61061
0.454545,0.334536,0.04026,0.545455,0.45,0.005538,0.475781
0.454545,0.334536,0.10974,0.454545,0.475,0.008714,0.625498
0.545455,0.399279,0.205844,0.484848,0.5,0.022514,0.566576
0.363636,0.375896,0.262338,0.545455,0.5,0.02439,0.645209
0.454545,0.325535,0.158442,0.545455,0.525,0.014037,0.625498
0.545455,0.352513,0.152597,0.545455,0.45,0.012383,0.650451
0.545455,0.343525,0.135714,0.545455,0.45,0.008288,0.720486
0.363636,0.352513,0.169481,0.606061,0.55,0.013115,0.677501
0.363636,0.388492,0.213636,0.545455,0.5,0.021659,0.596771
0.545455,0.388492,0.279221,0.545455,0.525,0.023598,0.692388
0.545455,0.424459,0.322078,0.545455,0.525,0.035398,0.580625
0.363636,0.424459,0.237013,0.606061,0.525,0.031277,0.499895
0.363636,0.370503,0.10974,0.636364,0.525,0.017885,0.435521
0.363636,0.298557,0.152597,0.575758,0.475,0.014634,0.596771
0.363636,0.334536,0.067532,0.545455,0.475,0.002711,0.677501
0.363636,0.334536,0.10974,0.575758,0.475,0.009756,0.596771
0.363636,0.361514,0.161039,0.545455,0.45,0.01561,0.596771
0.454545,0.352513,0.177922,0.575758,0.475,0.024991,0.475781
0.545455,0.375896,0.186364,0.545455,0.5,0.02364,0.510799
0.363636,0.496404,0.194805,0.515152,0.6,0.082927,0.177396
0.363636,0.39029,0.233117,0.515152,0.575,0.036749,0.435521
0.545455,0.370503,0.186364,0.575758,0.575,0.029106,0.440763
0.454545,0.375896,0.248052,0.515152,0.475,0.034957,0.475781
0.363636,0.316546,0.253896,0.484848,0.425,0.026341,0.596771
0.454545,0.316546,0.238961,0.515152,0.475,0.026573,0.565737
0.454545,0.368705,0.097403,0.515152,0.425,0.020638,0.370937
0.454545,0.302153,0.15974,0.515152,0.425,0.017831,0.55064
0.545455,0.314749,0.214286,0.515152,0.425,0.022688,0.580625
0.545455,0.325535,0.192857,0.545455,0.475,0.022676,0.538687
0.454545,0.325535,0.075974,0.575758,0.5,0.012947,0.430908
0.363636,0.285973,0.183766,0.545455,0.45,0.015256,0.661355
0.454545,0.334536,0.152597,0.515152,0.475,0.027392,0.400923
0.454545,0.352513,0.152597,0.484848,0.425,0.035797,0.326064
0.454545,0.352513,0.237013,0.424242,0.45,0.061779,0.280981
0.272727,0.370503,0.13961,0.424242,0.475,0.014697,0.563221
0.363636,0.370503,0.262338,0.393939,0.45,0.0413,0.435521
0.363636,0.370503,0.262338,0.515152,0.45,0.033309,0.516041
0.454545,0.41547,0.322078,0.393939,0.425,0.069418,0.326064
0.454545,0.309355,0.262338,0.454545,0.475,0.036998,0.475781
0.363636,0.341727,0.347403,0.848485,0.35,0.041267,0.548333
0.454545,0.388492,0.181818,0.454545,0.45,0.037508,0.356049
0.454545,0.325535,0.38961,0.454545,0.45,0.04951,0.520654
0.454545,0.318344,0.177922,0.515152,0.45,0.028707,0.430908
0.363636,0.316546,0.194805,0.454545,0.4,0.02439,0.516041
0.363636,0.316546,0.169481,0.484848,0.45,0.021046,0.516041
0.363636,0.325535,0.194805,0.424242,0.35,0.017885,0.629063
0.363636,0.311153,0.135714,0.515152,0.425,0.013382,0.580625
0.363636,0.343525,0.211688,0.515152,0.45,0.023364,0.564479
0.454545,0.325535,0.194805,0.393939,0.375,0.027392,0.475781
0.363636,0.323737,0.283117,0.424242,0.425,0.024738,0.677501
0.454545,0.334536,0.194805,0.393939,0.325,0.027392,0.475781
0.454545,0.334536,0.262338,0.363636,0.45,0.036998,0.475781
0.454545,0.307558,0.194805,0.272727,0.35,0.028629,0.460893
0.454545,0.352513,0.270779,0.424242,0.35,0.059332,0.326064
0.363636,0.40647,0.364286,0.515152,0.6,0.07122,0.354791
0.363636,0.397481,0.347403,0.545455,0.475,0.044461,0.516041
0.272727,0.378238,0.347403,0.363636,0.475,0.039913,0.563221
0.454545,0.251804,0.20974,0.454545,0.45,0.023087,0.565737
0.454545,0.30576,0.133766,0.454545,0.375,0.028638,0.356049
0.454545,0.28058,0.152597,0.515152,0.425,0.021388,0.475781
0.545455,0.282377,0.112338,0.515152,0.425,0.008615,0.636611
0.363636,0.334536,0.211688,0.515152,0.475,0.017453,0.677501
0.363636,0.332738,0.186364,0.484848,0.425,0.01485,0.677501
0.454545,0.352513,0.101299,0.515152,0.425,0.035797,0.251206
0.454545,0.316546,0.10974,0.484848,0.4,0.015385,0.475781
0.363636,0.316546,0.092857,0.515152,0.475,0.011011,0.516041
0.454545,0.291366,0.10974,0.484848,0.4,0.013016,0.520654
0.454545,0.298557,0.10974,0.484848,0.375,0.0182,0.430908
0.363636,0.332738,0.092857,0.424242,0.375,0.009624,0.548333
0.363636,0.334536,0.101299,0.424242,0.4,0.012125,0.516041
0.454545,0.298557,0.101299,0.515152,0.425,0.010582,0.55064
0.454545,0.26259,0.067532,0.515152,0.425,0.006379,0.55064
0.454545,0.298557,0.092857,0.454545,0.375,0.010804,0.520654
0.454545,0.289568,0.118182,0.484848,0.4,0.012683,0.55064
0.363636,0.338131,0.094805,0.515152,0.475,0.008,0.596771
0.363636,0.316546,0.084416,0.515152,0.45,0.006829,0.596771
0.454545,0.316546,0.118182,0.424242,0.35,0.016585,0.475781
0.454545,0.316546,0.135714,0.515152,0.425,0.011515,0.625498
0.454545,0.316546,0.118182,0.484848,0.4,0.012683,0.55064
0.454545,0.298557,0.118182,0.515152,0.425,0.016585,0.475781
0.363636,0.32194,0.084416,0.515152,0.45,0.004446,0.677501
0.363636,0.316546,0.092857,0.515152,0.475,0.00531,0.677501
0.454545,0.298557,0.092857,0.515152,0.425,0.015574,0.430908
0.454545,0.28058,0.067532,0.363636,0.3,0.006379,0.55064
0.363636,0.334536,0.088961,0.545455,0.475,0.007319,0.596771
0.363636,0.325535,0.092857,0.545455,0.475,0.007805,0.596771
0.454545,0.253601,0.033766,0.454545,0.35,0.002176,0.55064
0.454545,0.244601,0.075974,0.484848,0.4,0.00743,0.55064
0.363636,0.334536,0.085065,0.515152,0.475,0.006928,0.596771
0.363636,0.334536,0.101299,0.545455,0.5,0.00878,0.596771
0.363636,0.325535,0.097403,0.515152,0.475,0.008294,0.596771
0.454545,0.298557,0.092857,0.545455,0.45,0.009531,0.55064
0.454545,0.28058,0.050649,0.545455,0.45,0.004278,0.55064
0.454545,0.294962,0.067532,0.515152,0.475,0.007484,0.520654
0.363636,0.325535,0.088961,0.545455,0.475,0.007319,0.596771
