estimator,n_estimators,max_depth,min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
random_forest,500,None,1,0.7,0.15,0.15,837,180,180,0.9992647634412245,0.9984362445264379,8.542330126371467e-05,0.009242472681253359,0.005082742301075327,0.9958693258747102,0.9915971138899595,0.0005098239075541244,0.02257928049239223,0.01434810205555553,0.9944014809328043,0.9880837670399829,0.000667471072070132,0.025835461522297834,0.014653114055555659
random_forest,500,None,1,0.6,0.2,0.2,717,240,240,0.9993372318100341,0.9985831738015979,7.784234973110977e-05,0.008822831163017332,0.00528605005299881,0.9942951397064007,0.9877532762381259,0.0007024864044998638,0.026504460086933742,0.016342951099999923,0.9952998441138624,0.9898083241249689,0.0005747097313295323,0.0239731043323457,0.015423155775000232
random_forest,500,None,1,0.7,0.1,0.2,837,120,240,0.9993280046655261,0.9985712650781986,7.828154540011062e-05,0.008847685878245826,0.0051268201911589826,0.9952516637823572,0.989527273028875,0.0006347172299260469,0.025193595017901808,0.015109841083333186,0.9957413814078374,0.9907804600407115,0.0005198908793759445,0.022801115748487935,0.013957848033333439
