estimator,n_estimators,max_depth,min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
random_forest,500,None,1,0.7,0.1,0.2,837,120,240,0.9993229713453331,0.9985640052376563,8.016878131882338e-05,0.008953702101299964,0.005279741653524594,0.9937475219047293,0.9863959280754113,0.0007775706086448845,0.02788495308665382,0.01601042913333355,0.9960138822466408,0.99155845163563,0.00046017828078150525,0.02145176637905385,0.012899758541666839
