estimator,kernel,degree,gamma,coef0,tol,max_iter,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
rvm,rbf,3,scale,0.0,0.001,5000,0.7,0.1,0.2,837,120,240,0.9940973862015036,0.9882251359177144,0.0006573676509313757,0.025639181947390125,0.017424808798464787,0.9858165140420629,0.9717432196237527,0.0016150783410510217,0.04018803728786741,0.02521460412142745,0.9826116976078424,0.9630999336331111,0.0020115514794785713,0.044850323069946456,0.023903156348439338
