estimator,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
linear,0.7,0.1,0.2,837,120,240,0.7914427419789174,0.6263816138311071,0.0208583843638681,0.14442432054147977,0.11263751328369818,0.80937746872532,0.6498775994826947,0.02001201475408111,0.14146382843003052,0.1148257751241893,0.7813563162726102,0.6085694209158699,0.02133824781346107,0.14607617127191236,0.11937488473992337
