estimator,kernel,C,epsilon,gamma,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
svr,rbf,10.0,0.01,scale,0.7,0.1,0.2,837,120,240,0.9854071915133364,0.9695173447598218,0.0017017870719657124,0.04125272199462373,0.023117763021534055,0.9803853372472552,0.9591006997292555,0.002337689331617839,0.04834965699586543,0.029641978196568847,0.9851496321124543,0.9698258681607326,0.0016448973001773294,0.040557333494416634,0.025787805935720685
