estimator,n_estimators,learning_rate,base_max_depth,base_min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
adaboost,500,0.05,3,1,0.7,0.1,0.2,837,120,240,0.9731902550981001,0.9430352533222168,0.003180230484852158,0.056393532296285166,0.045341214784019,0.9570041013662657,0.9138985798106194,0.0049213157702317845,0.07015209027699591,0.05644803043496164,0.9697387784781918,0.9365584833421969,0.003458418622462974,0.0588083210308114,0.04749214962626165
