estimator,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
xgboost,1000,0.05,4,0.8,0.8,1.0,0.7,0.1,0.2,837,120,240,0.9999149723838616,0.9998298700893128,9.498020440833638e-06,0.003081885857852889,0.0023254733540656286,0.9945742444859885,0.9884647640625961,0.0006593217441388034,0.025677261227373984,0.016278025167480857,0.9960632588958537,0.9917781715078516,0.0004482005832444935,0.021170748292030056,0.014056570729291439
