CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.545455,0.440295,0.361955,0.515152,0.600000,0.080622,0.370937
0.363636,0.375002,0.187583,0.393939,0.400000,0.047440,0.354791
0.272727,0.458955,0.327609,0.242424,0.350000,0.165488,0.161250
0.454545,0.626863,0.655218,0.484848,0.575000,0.278642,0.176138
0.545455,0.888049,0.827609,1.000000,0.925000,0.305753,0.203187
0.363636,0.533573,0.155218,0.878788,0.775000,0.055163,0.274062
0.363636,0.347017,0.241083,0.606061,0.500000,0.078147,0.274062
0.363636,0.236943,0.136724,0.303030,0.250000,0.004519,0.919270
0.363636,0.777975,0.396301,0.606061,0.625000,0.441301,0.048438
0.272727,0.378952,0.216645,0.333333,0.400000,0.011825,0.912560
0.545455,0.776111,0.396301,0.878788,0.950000,0.246818,0.119312
0.545455,0.598879,0.353369,0.666667,0.725000,0.127475,0.231076
0.636364,0.869401,0.025760,1.000000,0.825000,0.061764,0.108828
0.363636,0.309696,0.068692,0.484848,0.400000,0.007542,0.580625
0.454545,0.365665,0.163804,0.424242,0.425000,0.042118,0.356049
0.454545,0.720141,0.655218,0.606061,0.625000,0.352900,0.131264
0.545455,0.337681,0.178996,0.545455,0.475000,0.025562,0.538687
0.363636,0.888049,0.612285,0.787879,0.775000,0.307224,0.145104
0.363636,0.283576,0.085865,0.545455,0.525000,0.018388,0.435521
0.454545,0.291048,0.138045,0.515152,0.425000,0.024045,0.475781
0.818182,0.184704,0.155218,0.212121,0.075000,0.236209,0.044663
0.454545,0.356341,0.138045,0.515152,0.500000,0.024045,0.475781
0.363636,0.333951,0.163804,0.484848,0.425000,0.011952,0.758021
0.363636,0.347017,0.120872,0.575758,0.500000,0.013791,0.596771
0.454545,0.869401,0.741083,0.787879,0.850000,0.311644,0.176138
0.545455,0.389920,0.172391,0.545455,0.500000,0.026697,0.510799
0.818182,0.202051,0.078600,0.212121,0.075000,0.191655,0.033131
0.272727,0.453361,0.282034,0.242424,0.275000,0.146747,0.161250
0.363636,0.160449,0.081902,0.181818,0.275000,0.024823,0.354791
0.636364,0.160449,0.163804,0.000000,0.075000,0.168317,0.082617
0.363636,0.514925,0.439234,0.424242,0.500000,0.579208,0.032292
0.545455,0.570894,0.396301,0.757576,0.775000,0.168815,0.189138
0.363636,0.524249,0.387715,0.515152,0.500000,0.132288,0.241979
0.363636,0.249997,0.060106,0.424242,0.425000,0.009194,0.516041
0.454545,0.365665,0.155218,0.363636,0.475000,0.038190,0.370937
0.636364,0.253727,0.223910,0.000000,0.250000,0.304912,0.043405
0.272727,0.686525,0.287318,0.545455,0.650000,0.204996,0.108828
0.363636,0.496264,0.340159,0.424242,0.525000,0.332946,0.064374
0.272727,0.384326,0.051519,0.515152,0.500000,0.008989,0.493185
0.727273,0.235078,0.198151,0.000000,0.425000,0.204031,0.074858
0.454545,0.347017,0.249670,0.363636,0.450000,0.042433,0.475781
0.363636,0.262560,0.097754,0.212121,0.200000,0.010767,0.596771
0.363636,0.324627,0.060106,0.636364,0.425000,0.007702,0.548333
0.272727,0.235078,0.097094,0.515152,0.375000,0.017397,0.475781
0.454545,0.294777,0.088507,0.181818,0.300000,0.020417,0.415810
0.818182,0.132464,0.094452,0.000000,0.125000,0.140736,0.068148
0.363636,0.341410,0.284676,0.333333,0.375000,0.089639,0.274062
0.545455,0.738802,0.655218,0.636364,0.500000,0.379420,0.119312
0.545455,0.720141,0.612285,0.757576,0.775000,0.432461,0.091424
0.363636,0.626863,0.094452,0.848485,0.600000,0.096535,0.112812
0.727273,0.160449,0.138045,0.000000,0.100000,0.161952,0.074858
0.545455,0.292912,0.097094,0.515152,0.425000,0.008999,0.636611
0.454545,0.322762,0.120872,0.303030,0.425000,0.016266,0.550640
0.363636,0.486940,0.353369,0.424242,0.475000,0.122072,0.241979
0.363636,0.552233,0.094452,0.606061,0.550000,0.058228,0.193542
0.727273,0.197757,0.094452,0.000000,0.200000,0.131895,0.074858
0.545455,0.608203,0.482827,0.545455,0.625000,0.167256,0.231076
0.363636,0.720141,0.525760,0.575758,0.575000,0.326379,0.112812
0.363636,0.347017,0.163804,0.393939,0.375000,0.019537,0.596771
0.363636,0.309696,0.056143,0.424242,0.375000,0.002553,0.677501
0.454545,0.626863,0.310436,0.666667,0.800000,0.105375,0.251206
0.636364,0.813432,0.223910,0.878788,0.750000,0.046273,0.410359
0.363636,0.421634,0.241083,0.575758,0.575000,0.065555,0.322499
0.272727,0.542909,0.547556,0.515152,0.475000,0.310467,0.126232
0.272727,0.328356,0.077279,0.515152,0.375000,0.013094,0.493185
0.454545,0.337681,0.143989,0.545455,0.525000,0.015385,0.625498
0.454545,0.328356,0.120872,0.515152,0.425000,0.012415,0.625498
0.727273,0.291048,0.223910,0.000000,0.375000,0.222065,0.074858
0.545455,0.589555,0.439234,0.696970,0.725000,0.184417,0.189138
0.363636,0.328356,0.155218,0.484848,0.400000,0.008359,0.838750
0.545455,0.813432,0.525760,0.727273,0.800000,0.246818,0.161250
0.363636,0.423499,0.266843,0.515152,0.525000,0.395332,0.032292
0.909091,0.235078,0.138045,0.000000,0.100000,0.183168,0.061858
0.363636,0.589555,0.655218,0.575758,0.575000,0.395332,0.112812
0.363636,0.412310,0.387715,0.606061,0.575000,0.082062,0.387083
0.363636,0.589555,0.482827,0.606061,0.600000,0.196135,0.193542
0.272727,0.244930,0.099075,0.333333,0.300000,0.005658,0.737891
0.363636,0.458955,0.482827,0.515152,0.525000,0.196135,0.193542
0.272727,0.358108,0.149934,0.424242,0.475000,0.014965,0.650451
0.363636,0.333951,0.085865,0.515152,0.450000,0.009194,0.596771
0.545455,0.757462,0.827609,0.696970,0.775000,0.430421,0.133361
0.454545,0.322762,0.085865,0.484848,0.450000,0.011315,0.550640
0.363636,0.944018,1.000000,0.666667,0.750000,0.835322,0.064374
0.818182,0.236943,0.138045,0.000000,0.150000,0.220297,0.044663
0.363636,0.337681,0.077279,0.515152,0.475000,0.005106,0.677501
0.545455,0.664172,0.568692,0.696970,0.700000,0.264498,0.161250
0.363636,0.384326,0.249670,0.515152,0.450000,0.038087,0.516041
0.363636,0.123128,0.827609,0.575758,0.650000,0.318716,0.193542
0.363636,0.440295,0.284676,0.545455,0.525000,0.058773,0.403229
0.272727,0.421634,0.223910,0.484848,0.475000,0.026280,0.615643
0.363636,0.274252,0.198151,0.181818,0.175000,0.026372,0.564479
0.363636,0.514925,0.293263,0.515152,0.500000,0.032928,0.645209
0.363636,0.347017,0.069353,0.515152,0.475000,0.007012,0.596771
0.545455,0.552233,0.266843,0.757576,0.675000,0.077086,0.301111
0.545455,0.626863,0.439234,0.787879,0.775000,0.096535,0.370937
0.363636,0.345152,0.172391,0.484848,0.425000,0.016344,0.677501
0.545455,0.570894,0.310436,0.636364,0.675000,0.070014,0.370937
0.545455,0.850740,0.723910,0.727273,0.800000,0.501414,0.091424
0.363636,0.395515,0.387715,0.424242,0.225000,0.252829,0.112812
0.454545,0.356341,0.155218,0.515152,0.500000,0.050488,0.296079
0.363636,0.524249,0.630779,0.363636,0.425000,0.783310,0.032292
0.545455,0.496264,0.327609,0.484848,0.550000,0.119519,0.231076
0.363636,0.664172,0.500000,0.757576,0.500000,0.257426,0.145104
0.363636,0.257456,0.118230,0.303030,0.350000,0.017995,0.516041
0.636364,0.682833,0.396301,0.666667,0.725000,0.117397,0.279304
0.454545,0.458955,0.353369,0.454545,0.500000,0.141775,0.206123
0.454545,0.384326,0.034346,0.515152,0.425000,0.001414,0.625498
0.545455,0.813432,0.568692,0.878788,0.825000,0.193777,0.231076
0.454545,0.757462,0.741083,0.727273,0.775000,0.229137,0.251206
0.363636,0.384326,0.094452,0.636364,0.525000,0.019919,0.435521
0.454545,0.309696,0.085865,0.515152,0.425000,0.011315,0.550640
0.363636,0.272387,0.042933,0.363636,0.250000,0.005219,0.548333
0.363636,0.347017,0.120872,0.454545,0.450000,0.013791,0.596771
0.363636,0.682833,0.568692,0.606061,0.600000,0.441301,0.080520
0.363636,0.686771,0.663804,0.606061,0.550000,0.227762,0.225834
0.636364,0.160449,0.094452,0.484848,0.075000,0.158416,0.056406
0.636364,0.822756,0.353369,0.696970,0.775000,0.154487,0.187461
0.363636,0.242538,0.111625,0.303030,0.250000,0.000707,1.000000
0.363636,0.347017,0.138045,0.515152,0.450000,0.021015,0.516041
0.545455,0.720141,0.465654,0.606061,0.600000,0.161952,0.231076
0.454545,0.496264,0.517173,0.484848,0.500000,0.347949,0.101279
0.272727,0.207094,0.088507,0.212121,0.300000,0.018437,0.440763
0.363636,0.272387,0.155218,0.272727,0.225000,0.011033,0.758021
0.545455,0.626863,0.482827,0.636364,0.650000,0.352900,0.091424
0.818182,1.000000,0.603699,0.878788,0.900000,0.248939,0.184525
0.545455,0.496264,0.366579,0.515152,0.525000,0.212136,0.133361
0.454545,0.505588,0.439234,0.484848,0.500000,0.229137,0.146362
0.818182,0.179109,0.120872,0.000000,0.100000,0.204385,0.044663
0.454545,0.389920,0.235139,0.515152,0.475000,0.040028,0.475781
0.454545,0.440295,0.482827,0.363636,0.425000,0.414781,0.071294
0.636364,0.766786,0.655218,0.787879,0.800000,0.321075,0.148249
0.636364,0.309696,0.310436,0.000000,0.150000,0.295930,0.069616
0.363636,0.384326,0.163804,0.515152,0.450000,0.019537,0.596771
0.545455,0.850740,0.827609,0.696970,0.800000,0.467822,0.119312
0.363636,0.328356,0.310436,0.393939,0.375000,0.039074,0.596771
0.454545,0.589555,0.655218,0.606061,0.625000,0.427157,0.101279
0.363636,0.416040,0.396301,0.212121,0.175000,0.073550,0.435521
0.272727,0.270817,0.061427,0.363636,0.300000,0.002949,0.685469
0.272727,0.664172,0.353369,0.818182,0.700000,0.137199,0.213672
0.272727,0.376866,0.080581,0.545455,0.425000,0.064356,0.161250
0.363636,0.253727,0.135403,0.363636,0.300000,0.004367,0.919270
0.545455,0.869401,0.741083,0.787879,0.775000,0.512023,0.091424
0.636364,0.738802,0.655218,0.848485,0.900000,0.321075,0.148249
0.545455,0.738802,0.741083,0.727273,0.800000,0.512023,0.091424
0.545455,0.496264,0.638045,0.393939,0.450000,0.448373,0.091424
0.363636,0.341410,0.085865,0.515152,0.475000,0.009194,0.596771
0.818182,0.197757,0.129458,0.000000,0.075000,0.212341,0.044663
0.545455,0.813432,0.655218,0.787879,0.850000,0.379420,0.119312
0.545455,0.533573,0.180978,0.818182,0.750000,0.105375,0.161250
0.181818,0.580218,0.006605,0.606061,0.500000,0.039180,0.142168
0.545455,0.496264,0.439234,0.545455,0.550000,0.326379,0.091424
0.363636,0.328356,0.068692,0.515152,0.450000,0.006895,0.596771
0.545455,0.505588,0.525760,0.484848,0.575000,0.549908,0.049486
0.272727,0.311082,0.262880,0.303030,0.425000,0.021761,0.772908
0.454545,0.274252,0.042933,0.363636,0.350000,0.004554,0.565737
0.363636,0.757462,0.612285,0.575758,0.475000,0.372348,0.112812
0.545455,0.570894,0.293263,0.666667,0.700000,0.108911,0.231076
0.545455,0.552233,0.180978,0.666667,0.675000,0.167256,0.091424
0.545455,0.626863,0.439234,0.606061,0.675000,0.096535,0.370937
0.545455,0.514925,0.525760,0.454545,0.300000,0.379420,0.091424
0.363636,0.466709,0.385733,0.424242,0.500000,0.052719,0.564479
0.454545,0.384326,0.085865,0.454545,0.375000,0.013723,0.505766
0.272727,0.533573,0.525760,0.484848,0.575000,0.379420,0.091424
0.545455,0.326492,0.200793,0.515152,0.425000,0.025576,0.580625
0.727273,0.813432,0.370542,0.666667,0.725000,0.245184,0.111973
0.818182,0.235078,0.206737,0.000000,0.250000,0.223479,0.068148
0.000000,0.664172,0.223910,0.696970,0.800000,0.087694,0.231076
0.363636,0.533573,0.353369,0.545455,0.500000,0.122072,0.241979
0.636364,0.664172,0.293263,0.696970,0.750000,0.162659,0.148249
0.363636,0.496264,0.422061,0.545455,0.550000,0.343617,0.080520
0.363636,0.402986,0.180978,0.484848,0.350000,0.027581,0.516041
0.818182,0.139923,0.207398,0.000000,0.075000,0.154830,0.114699
0.545455,0.503171,0.594452,0.363636,0.425000,0.658904,0.042357
0.272727,0.270449,0.134742,0.272727,0.275000,0.005336,0.877752
0.636364,0.701493,0.723910,0.757576,0.700000,0.289643,0.187461
0.545455,0.720338,0.336196,0.757576,0.775000,0.215877,0.119312
0.454545,0.365665,0.310436,0.363636,0.450000,0.476662,0.026421
0.636364,0.850740,0.827609,0.848485,0.925000,0.603960,0.082617
0.363636,0.580218,0.387715,0.515152,0.525000,0.320633,0.080520
0.818182,0.156719,0.129458,0.000000,0.100000,0.149417,0.079681
0.545455,0.664172,0.310436,0.727273,0.750000,0.087694,0.301111
0.636364,0.757462,0.913474,0.727273,0.750000,0.660537,0.082617
0.454545,0.328356,0.103038,0.484848,0.400000,0.013791,0.550640
0.545455,1.000000,1.000000,0.848485,0.900000,0.441301,0.161250
0.363636,0.360071,0.180978,0.333333,0.275000,0.027581,0.516041
0.363636,0.483210,0.474240,0.242424,0.275000,0.434735,0.064374
0.636364,0.720141,0.827609,0.757576,0.825000,0.603960,0.082617
0.363636,0.365665,0.353369,0.212121,0.375000,0.096535,0.306354
0.454545,0.291048,0.051519,0.515152,0.475000,0.007666,0.520654
0.363636,0.319032,0.080581,0.575758,0.550000,0.035396,0.274062
0.818182,0.141788,0.180978,0.000000,0.075000,0.204385,0.068148
0.363636,0.496264,0.310436,0.575758,0.575000,0.096535,0.274062
0.363636,0.477604,0.474240,0.545455,0.575000,0.193069,0.193542
0.363636,0.445889,0.353369,0.515152,0.475000,0.297649,0.080520
0.636364,0.645524,0.353369,0.636364,0.700000,0.085336,0.344726
0.363636,0.378731,0.439234,0.242424,0.225000,0.157376,0.225834
0.727273,0.123128,0.111625,0.000000,0.100000,0.116867,0.099602
0.818182,0.139923,0.136063,0.212121,0.075000,0.127518,0.102957
0.636364,0.850740,0.827609,0.848485,0.900000,0.673112,0.069616
0.363636,0.347017,0.094452,0.666667,0.500000,0.014448,0.516041
0.363636,0.421634,0.284676,0.424242,0.425000,0.035626,0.596771
0.818182,0.179109,0.138045,0.000000,0.075000,0.172560,0.068148
0.363636,0.440295,0.172391,0.515152,0.625000,0.044130,0.354791
0.272727,0.307831,0.060106,0.575758,0.475000,0.003890,0.650451
0.545455,0.514925,0.138045,0.606061,0.625000,0.140736,0.091424
0.454545,0.608203,0.120872,0.606061,0.550000,0.135629,0.086391
0.363636,0.263063,0.093131,0.272727,0.350000,0.015141,0.499895
0.636364,0.962679,0.827609,0.696970,0.775000,0.603960,0.082617
0.454545,0.888049,0.655218,0.696970,0.850000,0.278642,0.176138
0.363636,0.468280,0.361955,0.545455,0.475000,0.110325,0.274062
0.363636,0.365665,0.180978,0.484848,0.400000,0.115690,0.145104
0.363636,0.496264,0.155218,0.545455,0.450000,0.023642,0.516041
0.272727,0.402986,0.482827,0.242424,0.300000,0.156337,0.248689
0.363636,0.328356,0.138045,0.181818,0.225000,0.050566,0.274062
0.545455,0.285441,0.264861,0.060606,0.125000,0.197153,0.105263
0.545455,0.682833,0.310436,0.636364,0.725000,0.114215,0.231076
0.363636,0.302875,0.267503,0.090909,0.200000,0.020693,0.806458
0.454545,0.720141,0.741083,0.727273,0.800000,0.600424,0.071294
0.363636,0.546529,0.568692,0.303030,0.400000,0.349364,0.112812
0.545455,0.757462,0.913474,0.878788,0.950000,0.777228,0.063326
0.363636,0.477604,0.353369,0.484848,0.400000,0.020509,1.000000
0.363636,0.300372,0.031044,0.272727,0.300000,0.004088,0.532187
0.363636,0.348882,0.284676,0.303030,0.250000,0.033055,0.629063
0.363636,0.371321,0.122853,0.424242,0.400000,0.018702,0.516041
0.363636,0.832080,0.612285,0.515152,0.625000,0.372348,0.112812
0.272727,0.509330,0.172391,0.272727,0.400000,0.112769,0.143846
0.363636,0.701493,0.551519,0.757576,0.625000,0.144593,0.306354
0.545455,0.664172,0.525760,0.666667,0.550000,0.343257,0.105263
0.363636,0.552233,0.525760,0.545455,0.550000,0.268918,0.145104
0.545455,0.552233,0.223910,0.545455,0.450000,0.066478,0.301111
0.454545,0.496264,0.353369,0.545455,0.550000,0.253890,0.101279
0.636364,0.888049,1.000000,0.484848,0.650000,0.471948,0.148249
0.454545,0.263063,0.094452,0.363636,0.375000,0.016973,0.475781
0.454545,0.664172,0.741083,0.696970,0.700000,0.256641,0.221220
0.454545,0.477604,0.379128,0.545455,0.575000,0.173030,0.176138
0.454545,0.944018,0.827609,0.575758,0.650000,0.435407,0.131264
0.363636,0.763241,0.666446,0.606061,0.500000,0.331552,0.145104
0.363636,0.225742,0.017173,0.424242,0.400000,0.004597,0.467813
0.545455,0.626863,0.560106,0.666667,0.700000,0.303939,0.133361
0.818182,0.179109,0.120872,0.000000,0.075000,0.159830,0.068148
0.454545,0.432836,0.500000,0.393939,0.425000,0.305644,0.116377
0.363636,0.330221,0.180978,0.393939,0.400000,0.035244,0.435521
0.454545,0.141788,0.120872,0.121212,0.325000,0.154880,0.071294
0.545455,0.850740,0.827609,0.818182,0.875000,0.467822,0.119312
0.454545,0.347017,0.266843,0.333333,0.375000,0.427157,0.026421
0.818182,0.123128,0.138045,0.000000,0.075000,0.140736,0.091424
0.272727,0.392349,0.336196,0.363636,0.475000,0.045866,0.563221
0.454545,0.393650,0.178336,0.454545,0.475000,0.059696,0.280981
0.636364,0.701493,0.396301,0.666667,0.700000,0.151344,0.213672
0.636364,0.757462,0.482827,0.666667,0.700000,0.201634,0.187461
0.636364,0.850740,0.612285,0.878788,0.875000,0.462518,0.082617
0.363636,0.347017,0.068692,0.454545,0.475000,0.022065,0.354791
0.454545,0.524249,0.568692,0.424242,0.425000,0.476662,0.071294
0.363636,0.496264,0.396301,0.515152,0.575000,0.257426,0.112812
0.545455,0.850740,0.741083,0.909091,0.925000,0.512023,0.091424
0.454545,0.296642,0.051519,0.545455,0.450000,0.009901,0.475781
0.363636,0.332086,0.149273,0.545455,0.500000,0.009823,0.774166
0.545455,0.720141,0.827609,0.606061,0.650000,0.370580,0.161250
0.363636,0.304101,0.129458,0.575758,0.375000,0.008274,0.758021
0.363636,0.361935,0.111625,0.454545,0.425000,0.006436,0.758021
0.636364,0.748126,0.310436,0.606061,0.625000,0.217351,0.108828
0.727273,0.160449,0.094452,0.000000,0.100000,0.169466,0.050325
0.727273,0.216418,0.138045,0.000000,0.300000,0.161952,0.074858
0.909091,0.244402,0.138045,0.000000,0.100000,0.233557,0.039841
0.454545,0.589555,0.525760,0.484848,0.550000,0.724187,0.026421
0.727273,0.132464,0.094452,0.000000,0.050000,0.131895,0.074858
0.636364,0.570894,0.439234,0.727273,0.725000,0.441301,0.056406
0.363636,0.496264,0.488111,0.363636,0.375000,0.522514,0.048438
0.454545,0.337681,0.180978,0.393939,0.375000,0.031117,0.475781
0.727273,0.272387,0.266843,0.030303,0.400000,0.207037,0.099602
0.363636,0.832080,0.500000,0.848485,0.825000,0.202263,0.193542
0.363636,0.225742,0.085865,0.303030,0.250000,0.000000,0.919270
0.363636,0.197757,0.068692,0.272727,0.350000,0.017730,0.403229
0.363636,0.328356,0.163804,0.545455,0.450000,0.015322,0.677501
0.454545,0.337681,0.060106,0.575758,0.500000,0.014102,0.430908
0.818182,0.179109,0.094452,0.000000,0.075000,0.140736,0.068148
0.454545,0.305966,0.198811,0.272727,0.250000,0.020690,0.655483
0.363636,0.589555,0.525760,0.545455,0.550000,0.211457,0.193542
0.363636,0.682833,0.482827,0.606061,0.525000,0.303395,0.112812
0.454545,0.578353,0.525760,0.636364,0.575000,0.246818,0.161250
0.636364,0.757462,0.870542,0.666667,0.750000,0.632249,0.082617
0.727273,0.291048,0.189564,0.030303,0.050000,0.522631,0.000839
0.363636,0.328356,0.068692,0.515152,0.425000,0.004088,0.677501
0.454545,0.305966,0.301849,0.242424,0.225000,0.022040,0.850283
0.454545,0.291048,0.051519,0.393939,0.400000,0.003614,0.625498
0.363636,0.514925,0.301849,0.545455,0.575000,0.019155,0.919270
0.545455,0.582083,0.508587,0.696970,0.725000,0.304279,0.119312
1.000000,0.324627,0.111625,0.000000,0.075000,0.155202,0.066890
0.363636,0.514925,0.387715,0.515152,0.500000,0.117221,0.274062
0.272727,0.327988,0.200793,0.363636,0.450000,0.013303,0.825330
0.454545,0.369395,0.189564,0.484848,0.425000,0.047620,0.356049
0.454545,0.158584,0.068032,0.151515,0.325000,0.009413,0.535752
0.363636,0.309696,0.068692,0.575758,0.475000,0.010506,0.516041
0.363636,0.473874,0.344782,0.545455,0.575000,0.059187,0.467813
0.545455,0.235078,0.206737,0.181818,0.350000,0.269551,0.049486
0.545455,0.944018,0.827609,0.575758,0.650000,0.398363,0.147201
0.545455,0.701493,0.396301,0.666667,0.750000,0.379420,0.063326
0.363636,0.537315,0.535007,0.484848,0.475000,0.681259,0.032292
0.636364,0.776111,0.896301,0.727273,0.775000,0.426687,0.148249
0.363636,0.645524,0.474240,0.606061,0.625000,0.378094,0.080520
0.363636,0.533573,0.396301,0.393939,0.425000,0.211457,0.145104
0.363636,0.328356,0.146631,0.545455,0.500000,0.038614,0.354791
0.818182,0.160449,0.223910,0.000000,0.100000,0.151344,0.126232
0.272727,0.281711,0.094452,0.333333,0.400000,0.019498,0.440763
0.545455,0.292912,0.051519,0.424242,0.475000,0.012815,0.426924
0.636364,0.682833,0.353369,0.727273,0.800000,0.106082,0.279304
0.636364,0.701493,0.655218,0.757576,0.775000,0.236209,0.213672
0.454545,0.300372,0.103038,0.484848,0.400000,0.013791,0.550640
0.272727,0.393650,0.319022,0.424242,0.500000,0.079979,0.335919
0.818182,0.160449,0.068692,0.000000,0.075000,0.098303,0.091424
0.636364,0.813432,0.482827,0.787879,0.675000,0.377652,0.082617
0.363636,0.505588,0.366579,0.515152,0.550000,0.241337,0.112812
0.545455,1.000000,1.000000,0.787879,0.850000,0.326379,0.231076
0.545455,0.850740,0.741083,0.818182,0.875000,0.512023,0.091424
0.454545,0.832080,0.482827,0.696970,0.850000,0.212634,0.176138
0.545455,0.850740,0.396301,0.939394,0.925000,0.140736,0.231076
0.454545,0.313426,0.145310,0.515152,0.425000,0.019855,0.550640
0.727273,0.776111,0.784676,0.787879,0.575000,0.612801,0.074858
0.545455,0.570894,0.180978,0.727273,0.700000,0.105375,0.161250
0.363636,0.333951,0.109643,0.545455,0.475000,0.012298,0.596771
0.818182,0.402986,0.077279,0.454545,0.475000,0.128006,0.068148
0.636364,0.776111,0.396301,0.727273,0.725000,0.207921,0.148249
0.363636,0.404851,0.219947,0.515152,0.575000,0.042139,0.435521
0.363636,0.679103,0.629458,0.484848,0.525000,0.248232,0.193542
0.363636,0.645524,0.741083,0.545455,0.600000,0.288073,0.193542
0.545455,0.533573,0.551519,0.242424,0.350000,0.809052,0.021388
0.272727,0.309082,0.285337,0.212121,0.250000,0.018607,0.895156
0.727273,0.291048,0.138045,0.000000,0.200000,0.207037,0.050325
0.454545,0.309696,0.077279,0.454545,0.375000,0.011577,0.520654
0.272727,0.552233,0.327609,0.575758,0.600000,0.165488,0.161250
1.000000,0.216418,0.100396,0.151515,0.225000,0.208805,0.035437
0.363636,0.328356,0.155218,0.484848,0.450000,0.023642,0.516041
0.636364,0.496264,0.291281,0.727273,0.800000,0.161906,0.148249
0.454545,0.514925,0.439234,0.545455,0.550000,0.303395,0.101279
0.454545,0.309696,0.180978,0.484848,0.500000,0.050919,0.326064
0.363636,0.235078,0.051519,0.424242,0.350000,0.014448,0.403229
0.727273,0.160449,0.077279,0.000000,0.100000,0.212047,0.025582
0.363636,0.389920,0.249670,0.545455,0.500000,0.027581,0.645209
0.363636,0.402986,0.254293,0.515152,0.525000,0.072507,0.306354
0.363636,0.365665,0.138045,0.545455,0.475000,0.016089,0.596771
0.454545,0.309696,0.077279,0.515152,0.425000,0.017196,0.430908
1.000000,0.233214,0.124174,0.000000,0.125000,0.204777,0.045922
0.636364,0.757462,0.827609,0.696970,0.775000,0.500237,0.108828
0.454545,0.757462,0.741083,0.575758,0.675000,0.362419,0.146362
0.454545,0.850740,0.525760,0.696970,0.775000,0.229137,0.176138
0.636364,0.477604,0.525760,0.424242,0.475000,0.367366,0.095827
0.454545,0.261198,0.196169,0.454545,0.450000,0.026047,0.565737
0.363636,0.306310,0.204095,0.151515,0.275000,0.017709,0.725729
0.363636,0.289269,0.117569,0.272727,0.300000,0.009282,0.693437
0.454545,0.757462,0.870542,0.696970,0.700000,0.550919,0.101279
0.454545,0.350747,0.079921,0.515152,0.400000,0.004682,0.700356
0.818182,0.188433,0.138045,0.000000,0.075000,0.140736,0.091424
0.363636,0.477604,0.336196,0.575758,0.425000,0.062825,0.435521
0.818182,0.253727,0.111625,0.000000,0.300000,0.153465,0.068148
0.363636,0.645524,0.551519,0.757576,0.625000,0.280410,0.145104
0.636364,0.589555,0.353369,0.303030,0.450000,0.370580,0.056406
0.818182,0.253727,0.180978,0.000000,0.075000,0.204385,0.068148
0.818182,0.000000,0.138045,0.787879,0.725000,0.108911,0.126232
0.727273,0.794771,0.844782,0.818182,0.800000,0.654880,0.074858
0.363636,0.485075,0.161823,0.272727,0.400000,0.060969,0.258125
0.363636,1.000000,0.223910,0.757576,0.700000,0.165488,0.112812
0.272727,0.300372,0.189564,0.575758,0.425000,0.057992,0.301111
0.363636,0.253727,0.008587,0.424242,0.325000,0.001892,0.499895
0.454545,0.076495,0.612285,0.666667,0.700000,0.149929,0.326064
0.818182,0.701493,0.827609,0.909091,1.000000,0.181651,0.359195
0.818182,0.291048,0.180978,0.000000,0.275000,0.204385,0.068148
0.363636,0.244402,0.129458,0.303030,0.250000,0.004597,0.887188
0.454545,0.337681,0.379128,0.454545,0.450000,0.057171,0.520654
0.363636,0.348882,0.241083,0.272727,0.250000,0.014901,0.887188
0.363636,0.347017,0.085865,0.424242,0.400000,0.013133,0.516041
0.636364,0.757462,0.827609,0.545455,0.600000,0.500237,0.108828
0.454545,0.488805,0.310436,0.484848,0.525000,0.146630,0.176138
0.545455,0.244402,0.094452,0.000000,0.025000,0.114215,0.091424
0.454545,0.417905,0.260898,0.515152,0.525000,0.044272,0.475781
0.545455,0.638052,0.548217,0.666667,0.600000,0.298225,0.133361
0.818182,0.188433,0.077279,0.000000,0.075000,0.128006,0.068148
0.363636,0.832080,0.655218,0.787879,0.725000,0.257426,0.193542
0.454545,0.305966,0.051519,0.515152,0.475000,0.007666,0.520654
0.363636,0.626863,0.293263,0.575758,0.500000,0.202263,0.112812
0.727273,0.123128,0.138705,0.212121,0.125000,0.110856,0.124345
0.363636,0.312616,0.231176,0.181818,0.300000,0.025240,0.645209
0.272727,0.390055,0.331572,0.151515,0.300000,0.087592,0.318515
0.363636,0.365665,0.155218,0.606061,0.550000,0.014300,0.677501
0.818182,0.328356,0.223910,0.000000,0.100000,0.490806,0.009855
0.363636,0.440295,0.319022,0.515152,0.500000,0.105004,0.258125
0.545455,0.496264,0.120872,0.757576,0.775000,0.130127,0.091424
0.545455,0.896073,0.410172,0.787879,0.800000,0.390028,0.063326
0.818182,0.496264,0.155218,0.393939,0.525000,0.236209,0.044663
0.454545,0.496264,0.422061,0.545455,0.525000,0.241513,0.131264
0.636364,0.757462,0.741083,0.787879,0.800000,0.358794,0.148249
0.363636,0.302960,0.231836,0.212121,0.275000,0.019243,0.758021
0.454545,0.380596,0.091149,0.515152,0.450000,0.017429,0.460893
0.454545,0.365665,0.258256,0.424242,0.350000,0.068741,0.326064
0.636364,0.813432,0.698151,0.848485,0.850000,0.519095,0.082617
0.636364,0.589555,0.266843,0.606061,0.650000,0.066478,0.344726
0.363636,0.361935,0.135403,0.606061,0.525000,0.015746,0.596771
0.363636,0.477604,0.439234,0.575758,0.550000,0.147610,0.241979
0.636364,0.850740,0.482827,0.727273,0.725000,0.377652,0.082617
