estimator,kernel,C,epsilon,gamma,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,train_vaf,val_r,val_r2,val_mse,val_rmse,val_mae,val_vaf,test_r,test_r2,test_mse,test_rmse,test_mae,test_vaf
svr,rbf,1.0,0.1,scale,0.8,0.0,0.2,957,0,240,0.9475541314711252,0.8813744033210088,0.0065935759796944835,0.08120083730907264,0.06591942006309623,0.8915610145889724,,,,,,,0.9498374706351781,0.8954259188961943,0.005896944015109506,0.07679156213484334,0.060426177177434655,0.8992148397158095
