estimator,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,train_vaf,val_r,val_r2,val_mse,val_rmse,val_mae,val_vaf,test_r,test_r2,test_mse,test_rmse,test_mae,test_vaf
xgboost,200,0.01,3,0.8,0.8,5.0,0.8,0.0,0.2,957,0,240,0.9626374006466182,0.8847004578584658,0.006408703625672303,0.08005437917860773,0.05805032638422001,0.8847106993232643,,,,,,,0.9551425818403709,0.8648764518875593,0.007619631843105148,0.08729050259395434,0.06520092490607103,0.8648765778108529
