estimator,n_estimators,max_depth,min_samples_leaf,max_features,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,train_vaf,val_r,val_r2,val_mse,val_rmse,val_mae,val_vaf,test_r,test_r2,test_mse,test_rmse,test_mae,test_vaf
random_forest,50,3,5,0.5,0.8,0.0,0.2,957,0,240,0.9315219585551178,0.8632981480388257,0.007598309915439872,0.08716828503211402,0.06391147202165608,0.8632993844840504,,,,,,,0.9350292415996933,0.8641325640191098,0.007661579762393211,0.08753045048663471,0.06514714430949638,0.8644013410042584
