estimator,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,train_vaf,val_r,val_r2,val_mse,val_rmse,val_mae,val_vaf,test_r,test_r2,test_mse,test_rmse,test_mae,test_vaf
linear,0.8,0.0,0.2,957,0,240,0.7888759035060307,0.6223251911324565,0.020992328954293576,0.14488729742214662,0.11327995880941667,0.6223251911324565,,,,,,,0.7994742928733514,0.6367839606849418,0.020481792683452644,0.14311461380115115,0.11927719004987632,0.637960187788505
