estimator,n_estimators,learning_rate,max_depth,subsample,min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
gradient_boosting,500,0.05,3,1.0,1,0.7,0.15,0.15,837,180,180,0.9996615149559299,0.9993230323218187,3.6980726780348775e-05,0.00608117807504013,0.004433268828220375,0.9973482900333434,0.9945099034717784,0.00033309775096473525,0.018250965754302847,0.011465766717139239,0.9963994446181773,0.9928104783793269,0.00040271096746124395,0.020067659740518922,0.011581957827084446
gradient_boosting,500,0.05,3,1.0,1,0.6,0.2,0.2,717,240,240,0.9996776316179375,0.9993552442671617,3.542375296513774e-05,0.0059517856954982625,0.00435078701363296,0.9967066452443228,0.9930410702987457,0.0003991723500958076,0.019979298038114542,0.012027755315909359,0.9971627141765154,0.9942837347398124,0.0003223408311030822,0.01795385282058094,0.011514001932494288
gradient_boosting,500,0.05,3,1.0,1,0.7,0.1,0.2,837,120,240,0.9996297412231258,0.9992595278938025,4.057106739277582e-05,0.006369542165083439,0.004638675700663911,0.9972263132120892,0.9939044899532599,0.00036942863711816203,0.01922052645267975,0.011505931866940279,0.9972145761417266,0.994377692581661,0.0003170425379953322,0.017805688360614767,0.011333961962887763
