estimator,n_estimators,learning_rate,max_depth,subsample,min_samples_leaf,train,val,test,n_train,n_val,n_test,train_r,train_r2,train_mse,train_rmse,train_mae,val_r,val_r2,val_mse,val_rmse,val_mae,test_r,test_r2,test_mse,test_rmse,test_mae
gradient_boosting,500,0.05,3,1.0,1,0.7,0.15,0.15,837,180,180,0.9999555193484516,0.9999110350430158,4.859890469361871e-06,0.002204515926311686,0.001477454045424125,0.9993226638280217,0.9986372301544751,8.268262102377173e-05,0.009092998461661133,0.0046943652265333995,0.9994133764854147,0.9988107471884622,6.66143278452994e-05,0.00816176009481407,0.0039023179753873735
gradient_boosting,500,0.05,3,1.0,1,0.6,0.2,0.2,717,240,240,0.9999605360147172,0.9999210721922569,4.336400626114726e-06,0.002082402609034748,0.001449394925764751,0.9995145654828741,0.9990071449468223,5.6951327559753326e-05,0.0075466103357569305,0.003986924156372547,0.9996572026812558,0.999310172717299,3.889943687044989e-05,0.006236941307279546,0.0033252545020286757
gradient_boosting,500,0.05,3,1.0,1,0.7,0.1,0.2,837,120,240,0.9999554591349126,0.9999109166595884,4.8809484883549626e-06,0.0022092868732590983,0.0015110422018877294,0.9995486067446043,0.9990746861993927,5.608019897330706e-05,0.0074886713757052435,0.0037987702217010632,0.9996539388541476,0.9993024826824521,3.933307878714194e-05,0.006271608947243278,0.0030853098273168045
